spotcounts,genes,slide,normalisedDepth,ctxdepthInterval,cell.id,ctxdepthInterval_10
2,Pamr1,00NH,0.781880668661254,4,00NH_M2_E1_49_8,8
1,Pamr1,00NH,0.786893715085948,4,00NH_M2_E1_49_11,8
35,Pamr1,00NH,0.732047487753095,4,00NH_M2_E1_49_13,8
32,Pamr1,00NH,0.702492152410055,4,00NH_M2_E1_55_6,8
4,Pamr1,00NH,0.782359126262585,4,00NH_M2_E1_56_2,8
9,Pamr1,00NH,0.759928214938562,4,00NH_M2_E1_56_8,8
52,Pamr1,00NH,0.704633175505261,4,00NH_M2_E1_56_11,8
8,Pamr1,00NH,0.72183642009065,4,00NH_M2_E1_56_12,8
12,Pamr1,00NH,0.716435076494024,4,00NH_M2_E1_56_14,8
18,Pamr1,00NH,0.794854217783549,4,00NH_M2_E1_56_15,8
10,Pamr1,00NH,0.71043387462926,4,00NH_M2_E1_56_17,8
2,Pamr1,00NH,0.756154880822149,4,00NH_M2_E1_56_18,8
7,Pamr1,00NH,0.774926834425149,4,00NH_M2_E1_58_2,8
7,Pamr1,00NH,0.759491355659714,4,00NH_M2_E1_58_3,8
9,Pamr1,00NH,0.784464547138566,4,00NH_M2_E1_58_5,8
8,Pamr1,00NH,0.738714262786033,4,00NH_M2_E1_58_9,8
9,Pamr1,00NH,0.703162276653213,4,00NH_M2_E1_58_13,8
34,Efhd2,00NI,0.763372043309336,4,00NI_M2_E1_8_3,8
99,Efhd2,00NI,0.791987598439735,4,00NI_M2_E1_8_6,8
50,Efhd2,00NI,0.760110277651275,4,00NI_M2_E1_8_11,8
27,Efhd2,00NI,0.701371973755117,4,00NI_M2_E1_8_13,8
32,Efhd2,00NI,0.764374140287503,4,00NI_M2_E1_8_14,8
16,Efhd2,00NI,0.713207849428262,4,00NI_M2_E1_15_8,8
34,Efhd2,00NI,0.791648143270709,4,00NI_M2_E1_16_4,8
68,Efhd2,00NI,0.79202782101452,4,00NI_M2_E1_16_10,8
54,Efhd2,00NI,0.738122517371456,4,00NI_M2_E1_16_12,8
56,Efhd2,00NI,0.793928056657884,4,00NI_M2_E1_16_13,8
66,Efhd2,00NI,0.785913207213073,4,00NI_M2_E1_16_14,8
61,Efhd2,00NI,0.758918198119912,4,00NI_M2_E1_16_15,8
24,Efhd2,00NI,0.724685565143287,4,00NI_M2_E1_16_16,8
20,Efhd2,00NI,0.768281296859439,4,00NI_M2_E1_16_20,8
75,Efhd2,00NI,0.79986190472101,4,00NI_M2_E1_19_1,8
29,Efhd2,00NI,0.716978795158661,4,00NI_M2_E1_19_4,8
29,Efhd2,00NI,0.739781798146214,4,00NI_M2_E1_19_8,8
48,Efhd2,00NI,0.752464209547379,4,00NI_M2_E1_19_10,8
33,Efhd2,00NI,0.731608513862584,4,00NI_M2_E1_19_13,8
22,Efhd2,00NI,0.718905312280209,4,00NI_M2_E1_19_14,8
30,Efhd2,00NI,0.744996340250792,4,00NI_M2_E1_19_15,8
39,Efhd2,00NI,0.769660701031947,4,00NI_M2_E1_19_16,8
40,Efhd2,00NI,0.761375245809666,4,00NI_M2_E1_28_4,8
29,Efhd2,00NI,0.743306065599476,4,00NI_M2_E1_28_6,8
48,Efhd2,00NI,0.739531009012877,4,00NI_M2_E1_28_8,8
45,Efhd2,00NI,0.755474945085225,4,00NI_M2_E1_28_10,8
63,Efhd2,00NI,0.741116418632269,4,00NI_M2_E1_28_13,8
28,Efhd2,00NI,0.714766910757982,4,00NI_M2_E1_28_14,8
35,Efhd2,00NI,0.733987547395135,4,00NI_M2_E1_35_24,8
41,Efhd2,00NI,0.795696335952585,4,00NI_M2_E1_36_2,8
59,Efhd2,00NI,0.720491477948558,4,00NI_M2_E1_36_3,8
37,Efhd2,00NI,0.702564965921409,4,00NI_M2_E1_36_4,8
28,Efhd2,00NI,0.704772160036516,4,00NI_M2_E1_36_12,8
54,Efhd2,00NI,0.712779028555291,4,00NI_M2_E1_41_7,8
33,Efhd2,00NI,0.733649734353703,4,00NI_M2_E1_42_2,8
54,Efhd2,00NI,0.777539859435139,4,00NI_M2_E1_42_4,8
31,Efhd2,00NI,0.715263691750247,4,00NI_M2_E1_42_5,8
75,Efhd2,00NI,0.752768131359304,4,00NI_M2_E1_42_7,8
41,Efhd2,00NI,0.727775728381746,4,00NI_M2_E1_42_10,8
73,Efhd2,00NI,0.741448827281552,4,00NI_M2_E1_42_13,8
52,Efhd2,00NI,0.756439959478016,4,00NI_M2_E1_42_15,8
23,Efhd2,00NI,0.712861386983578,4,00NI_M2_E1_42_17,8
41,Efhd2,00NI,0.752414142446567,4,00NI_M2_E1_42_19,8
43,Efhd2,00NI,0.742440704014431,4,00NI_M2_E1_42_21,8
39,Efhd2,00NI,0.710198378498014,4,00NI_M2_E1_42_22,8
22,Efhd2,00NI,0.707840920037502,4,00NI_M2_E1_46_3,8
32,Efhd2,00NI,0.748480397757561,4,00NI_M2_E1_46_4,8
73,Efhd2,00NI,0.759168558481669,4,00NI_M2_E1_46_11,8
24,Efhd2,00NI,0.709358088692347,4,00NI_M2_E1_46_13,8
74,Efhd2,00NI,0.741204704890104,4,00NI_M2_E1_46_16,8
53,Efhd2,00NI,0.711094477907058,4,00NI_M2_E1_46_20,8
54,Efhd2,00NI,0.708659031067407,4,00NI_M2_E1_53_1,8
63,Efhd2,00NI,0.722735514794122,4,00NI_M2_E1_53_4,8
32,Efhd2,00NI,0.720084384910622,4,00NI_M2_E1_54_11,8
69,Efhd2,00NI,0.775581213637582,4,00NI_M2_E1_57_10,8
46,Efhd2,00NI,0.791391201474788,4,00NI_M2_E1_57_12,8
39,Efhd2,00NI,0.700743553925387,4,00NI_M2_E1_57_14,8
44,Efhd2,00NI,0.745782584704071,4,00NI_M2_E1_58_3,8
34,Efhd2,00NI,0.722596734976057,4,00NI_M2_E1_58_4,8
30,Efhd2,00NI,0.719791983319212,4,00NI_M2_E1_58_7,8
34,Ddhd1,00NJ,0.778258186076282,4,00NJ_M3_E1_2_10,8
31,Ddhd1,00NJ,0.702148591918749,4,00NJ_M3_E1_2_12,8
33,Ddhd1,00NJ,0.76239252471112,4,00NJ_M3_E1_2_17,8
19,Ddhd1,00NJ,0.760345835389165,4,00NJ_M3_E1_8_1,8
28,Ddhd1,00NJ,0.763328921464604,4,00NJ_M3_E1_8_2,8
60,Ddhd1,00NJ,0.728488009002577,4,00NJ_M3_E1_8_3,8
34,Ddhd1,00NJ,0.727980130572026,4,00NJ_M3_E1_8_5,8
33,Ddhd1,00NJ,0.735578228281372,4,00NJ_M3_E1_8_10,8
34,Ddhd1,00NJ,0.703355759977644,4,00NJ_M3_E1_8_11,8
24,Ddhd1,00NJ,0.724618255693859,4,00NJ_M3_E1_8_12,8
24,Ddhd1,00NJ,0.725657290782048,4,00NJ_M3_E1_8_14,8
20,Ddhd1,00NJ,0.783987142079371,4,00NJ_M3_E1_8_15,8
23,Ddhd1,00NJ,0.709367966999532,4,00NJ_M3_E1_8_17,8
21,Ddhd1,00NJ,0.748129836806046,4,00NJ_M3_E1_8_18,8
34,Ddhd1,00NJ,0.718797076568526,4,00NJ_M3_E1_8_19,8
36,Ddhd1,00NJ,0.709296910243689,4,00NJ_M3_E1_8_22,8
6,Ddhd1,00NJ,0.780362468617443,4,00NJ_M3_E1_10_3,8
27,Ddhd1,00NJ,0.764436079364352,4,00NJ_M3_E1_10_6,8
41,Ddhd1,00NJ,0.776051583609085,4,00NJ_M3_E1_10_9,8
37,Ddhd1,00NJ,0.746444134920228,4,00NJ_M3_E1_10_12,8
29,Ddhd1,00NJ,0.778488931398775,4,00NJ_M3_E1_10_17,8
36,Ddhd1,00NJ,0.718392098172796,4,00NJ_M3_E1_10_18,8
28,Ddhd1,00NJ,0.781476643813135,4,00NJ_M3_E1_10_20,8
28,Ddhd1,00NJ,0.730273921252756,4,00NJ_M3_E1_11_2,8
26,Ddhd1,00NJ,0.734588433665733,4,00NJ_M3_E1_11_3,8
25,Ddhd1,00NJ,0.722956834877104,4,00NJ_M3_E1_11_4,8
22,Ddhd1,00NJ,0.762511775782014,4,00NJ_M3_E1_11_7,8
29,Ddhd1,00NJ,0.735978963345053,4,00NJ_M3_E1_11_9,8
16,Ddhd1,00NJ,0.731957441307226,4,00NJ_M3_E1_11_11,8
40,Ddhd1,00NJ,0.716860130161105,4,00NJ_M3_E1_11_22,8
33,Ddhd1,00NJ,0.754958644638768,4,00NJ_M3_E1_19_1,8
46,Ddhd1,00NJ,0.736903239503591,4,00NJ_M3_E1_19_2,8
29,Ddhd1,00NJ,0.762428472378372,4,00NJ_M3_E1_19_6,8
27,Ddhd1,00NJ,0.721301792496783,4,00NJ_M3_E1_19_9,8
24,Ddhd1,00NJ,0.757387065736897,4,00NJ_M3_E1_19_14,8
31,Ddhd1,00NJ,0.711569032975186,4,00NJ_M3_E1_19_17,8
43,Ddhd1,00NJ,0.750608587234032,4,00NJ_M3_E1_19_20,8
37,Ddhd1,00NJ,0.722445835553772,4,00NJ_M3_E1_21_3,8
39,Ddhd1,00NJ,0.703766125423141,4,00NJ_M3_E1_21_4,8
52,Ddhd1,00NJ,0.724769628150151,4,00NJ_M3_E1_21_6,8
43,Ddhd1,00NJ,0.707937797349431,4,00NJ_M3_E1_21_12,8
29,Ddhd1,00NJ,0.71802558246615,4,00NJ_M3_E1_21_16,8
30,Ddhd1,00NJ,0.710229180970719,4,00NJ_M3_E1_21_20,8
27,Ddhd1,00NJ,0.715295596966673,4,00NJ_M3_E1_36_7,8
18,Ddhd1,00NJ,0.751895552116637,4,00NJ_M3_E1_36_10,8
25,Ddhd1,00NJ,0.749645345212362,4,00NJ_M3_E1_36_15,8
40,Ddhd1,00NJ,0.782838863487062,4,00NJ_M3_E1_38_8,8
33,Ddhd1,00NJ,0.746785252429277,4,00NJ_M3_E1_38_9,8
35,Ddhd1,00NJ,0.747405171337358,4,00NJ_M3_E1_38_13,8
26,Ddhd1,00NJ,0.785746167950893,4,00NJ_M3_E1_38_14,8
29,Ddhd1,00NJ,0.718526947066505,4,00NJ_M3_E1_39_1,8
26,Ddhd1,00NJ,0.711356495753924,4,00NJ_M3_E1_39_10,8
30,Ddhd1,00NJ,0.724693342031458,4,00NJ_M3_E1_47_3,8
20,Ddhd1,00NJ,0.72716905541986,4,00NJ_M3_E1_47_5,8
21,Ddhd1,00NJ,0.704288829394165,4,00NJ_M3_E1_47_8,8
33,Ddhd1,00NJ,0.780989177282726,4,00NJ_M3_E1_47_9,8
36,Ddhd1,00NJ,0.711842729342463,4,00NJ_M3_E1_47_12,8
46,Ddhd1,00NJ,0.769047281405527,4,00NJ_M3_E1_47_15,8
34,Ddhd1,00NJ,0.742818574795245,4,00NJ_M3_E1_47_17,8
23,Ddhd1,00NJ,0.702530175226137,4,00NJ_M3_E1_47_18,8
38,Ddhd1,00NJ,0.747533535035753,4,00NJ_M3_E1_49_11,8
31,Ddhd1,00NJ,0.777853285890115,4,00NJ_M3_E1_49_14,8
28,Ddhd1,00NJ,0.702189602770438,4,00NJ_M3_E1_50_1,8
29,Ddhd1,00NJ,0.716784520744632,4,00NJ_M3_E1_50_2,8
31,Ddhd1,00NJ,0.774986885348549,4,00NJ_M3_E1_50_3,8
39,Ddhd1,00NJ,0.764870270152023,4,00NJ_M3_E1_50_7,8
28,Ddhd1,00NJ,0.723117560400448,4,00NJ_M3_E1_50_10,8
42,Ddhd1,00NJ,0.703504775544789,4,00NJ_M3_E1_50_12,8
30,Ddhd1,00NJ,0.723225312441625,4,00NJ_M3_E1_50_14,8
40,Ddhd1,00NJ,0.731237487730005,4,00NJ_M3_E1_50_16,8
48,Ddhd1,00NJ,0.708575987991281,4,00NJ_M3_E1_50_18,8
24,Ddhd1,00NJ,0.777137431772392,4,00NJ_M3_E1_58_2,8
53,Ddhd1,00NJ,0.798957906696811,4,00NJ_M3_E1_58_3,8
57,Ddhd1,00NJ,0.744386730344408,4,00NJ_M3_E1_58_4,8
35,Ddhd1,00NJ,0.70376824982599,4,00NJ_M3_E1_58_8,8
39,Ddhd1,00NJ,0.737889967895411,4,00NJ_M3_E1_58_11,8
52,Ddhd1,00NJ,0.752323564450852,4,00NJ_M3_E1_58_12,8
36,Ddhd1,00NJ,0.717525111855041,4,00NJ_M3_E1_58_14,8
24,Ddhd1,00NJ,0.733561848559502,4,00NJ_M3_E1_58_16,8
8,Id3,00NJ,0.778258186076282,4,00NJ_M3_E1_2_10,8
6,Id3,00NJ,0.702148591918749,4,00NJ_M3_E1_2_12,8
18,Id3,00NJ,0.76239252471112,4,00NJ_M3_E1_2_17,8
12,Id3,00NJ,0.760345835389165,4,00NJ_M3_E1_8_1,8
10,Id3,00NJ,0.763328921464604,4,00NJ_M3_E1_8_2,8
4,Id3,00NJ,0.728488009002577,4,00NJ_M3_E1_8_3,8
13,Id3,00NJ,0.727980130572026,4,00NJ_M3_E1_8_5,8
11,Id3,00NJ,0.735578228281372,4,00NJ_M3_E1_8_10,8
2,Id3,00NJ,0.703355759977644,4,00NJ_M3_E1_8_11,8
0,Id3,00NJ,0.724618255693859,4,00NJ_M3_E1_8_12,8
8,Id3,00NJ,0.725657290782048,4,00NJ_M3_E1_8_14,8
0,Id3,00NJ,0.783987142079371,4,00NJ_M3_E1_8_15,8
7,Id3,00NJ,0.709367966999532,4,00NJ_M3_E1_8_17,8
2,Id3,00NJ,0.748129836806046,4,00NJ_M3_E1_8_18,8
0,Id3,00NJ,0.718797076568526,4,00NJ_M3_E1_8_19,8
0,Id3,00NJ,0.709296910243689,4,00NJ_M3_E1_8_22,8
9,Id3,00NJ,0.780362468617443,4,00NJ_M3_E1_10_3,8
51,Id3,00NJ,0.764436079364352,4,00NJ_M3_E1_10_6,8
8,Id3,00NJ,0.776051583609085,4,00NJ_M3_E1_10_9,8
4,Id3,00NJ,0.746444134920228,4,00NJ_M3_E1_10_12,8
11,Id3,00NJ,0.778488931398775,4,00NJ_M3_E1_10_17,8
0,Id3,00NJ,0.718392098172796,4,00NJ_M3_E1_10_18,8
1,Id3,00NJ,0.781476643813135,4,00NJ_M3_E1_10_20,8
2,Id3,00NJ,0.730273921252756,4,00NJ_M3_E1_11_2,8
35,Id3,00NJ,0.734588433665733,4,00NJ_M3_E1_11_3,8
6,Id3,00NJ,0.722956834877104,4,00NJ_M3_E1_11_4,8
30,Id3,00NJ,0.762511775782014,4,00NJ_M3_E1_11_7,8
6,Id3,00NJ,0.735978963345053,4,00NJ_M3_E1_11_9,8
3,Id3,00NJ,0.731957441307226,4,00NJ_M3_E1_11_11,8
1,Id3,00NJ,0.716860130161105,4,00NJ_M3_E1_11_22,8
4,Id3,00NJ,0.754958644638768,4,00NJ_M3_E1_19_1,8
8,Id3,00NJ,0.736903239503591,4,00NJ_M3_E1_19_2,8
8,Id3,00NJ,0.762428472378372,4,00NJ_M3_E1_19_6,8
1,Id3,00NJ,0.721301792496783,4,00NJ_M3_E1_19_9,8
8,Id3,00NJ,0.757387065736897,4,00NJ_M3_E1_19_14,8
8,Id3,00NJ,0.711569032975186,4,00NJ_M3_E1_19_17,8
3,Id3,00NJ,0.750608587234032,4,00NJ_M3_E1_19_20,8
33,Id3,00NJ,0.722445835553772,4,00NJ_M3_E1_21_3,8
1,Id3,00NJ,0.703766125423141,4,00NJ_M3_E1_21_4,8
8,Id3,00NJ,0.724769628150151,4,00NJ_M3_E1_21_6,8
4,Id3,00NJ,0.707937797349431,4,00NJ_M3_E1_21_12,8
0,Id3,00NJ,0.71802558246615,4,00NJ_M3_E1_21_16,8
3,Id3,00NJ,0.710229180970719,4,00NJ_M3_E1_21_20,8
1,Id3,00NJ,0.715295596966673,4,00NJ_M3_E1_36_7,8
0,Id3,00NJ,0.751895552116637,4,00NJ_M3_E1_36_10,8
5,Id3,00NJ,0.749645345212362,4,00NJ_M3_E1_36_15,8
11,Id3,00NJ,0.782838863487062,4,00NJ_M3_E1_38_8,8
7,Id3,00NJ,0.746785252429277,4,00NJ_M3_E1_38_9,8
3,Id3,00NJ,0.747405171337358,4,00NJ_M3_E1_38_13,8
3,Id3,00NJ,0.785746167950893,4,00NJ_M3_E1_38_14,8
4,Id3,00NJ,0.718526947066505,4,00NJ_M3_E1_39_1,8
10,Id3,00NJ,0.711356495753924,4,00NJ_M3_E1_39_10,8
7,Id3,00NJ,0.724693342031458,4,00NJ_M3_E1_47_3,8
16,Id3,00NJ,0.72716905541986,4,00NJ_M3_E1_47_5,8
9,Id3,00NJ,0.704288829394165,4,00NJ_M3_E1_47_8,8
1,Id3,00NJ,0.780989177282726,4,00NJ_M3_E1_47_9,8
9,Id3,00NJ,0.711842729342463,4,00NJ_M3_E1_47_12,8
4,Id3,00NJ,0.769047281405527,4,00NJ_M3_E1_47_15,8
3,Id3,00NJ,0.742818574795245,4,00NJ_M3_E1_47_17,8
2,Id3,00NJ,0.702530175226137,4,00NJ_M3_E1_47_18,8
6,Id3,00NJ,0.747533535035753,4,00NJ_M3_E1_49_11,8
4,Id3,00NJ,0.777853285890115,4,00NJ_M3_E1_49_14,8
7,Id3,00NJ,0.702189602770438,4,00NJ_M3_E1_50_1,8
0,Id3,00NJ,0.716784520744632,4,00NJ_M3_E1_50_2,8
0,Id3,00NJ,0.774986885348549,4,00NJ_M3_E1_50_3,8
12,Id3,00NJ,0.764870270152023,4,00NJ_M3_E1_50_7,8
0,Id3,00NJ,0.723117560400448,4,00NJ_M3_E1_50_10,8
3,Id3,00NJ,0.703504775544789,4,00NJ_M3_E1_50_12,8
0,Id3,00NJ,0.723225312441625,4,00NJ_M3_E1_50_14,8
6,Id3,00NJ,0.731237487730005,4,00NJ_M3_E1_50_16,8
1,Id3,00NJ,0.708575987991281,4,00NJ_M3_E1_50_18,8
3,Id3,00NJ,0.777137431772392,4,00NJ_M3_E1_58_2,8
31,Id3,00NJ,0.798957906696811,4,00NJ_M3_E1_58_3,8
10,Id3,00NJ,0.744386730344408,4,00NJ_M3_E1_58_4,8
10,Id3,00NJ,0.70376824982599,4,00NJ_M3_E1_58_8,8
6,Id3,00NJ,0.737889967895411,4,00NJ_M3_E1_58_11,8
4,Id3,00NJ,0.752323564450852,4,00NJ_M3_E1_58_12,8
4,Id3,00NJ,0.717525111855041,4,00NJ_M3_E1_58_14,8
2,Id3,00NJ,0.733561848559502,4,00NJ_M3_E1_58_16,8
2,Chrdl1,009H,0.890489114026346,5,009H_M8b_E3_Astrocytes_135_8,9
2,Chrdl1,009H,0.806367000357902,5,009H_M8b_E3_Astrocytes_135_10,9
3,Chrdl1,009H,0.864072402490307,5,009H_M8b_E3_Astrocytes_135_13,9
0,Chrdl1,009H,0.839743779285657,5,009H_M8b_E3_Astrocytes_135_14,9
3,Chrdl1,009H,0.889050359740833,5,009H_M8b_E3_Astrocytes_165_14,9
2,Chrdl1,009H,0.819702528033726,5,009H_M8b_E3_Astrocytes_166_2,9
2,Chrdl1,009H,0.830059953256147,5,009H_M8b_E3_Astrocytes_166_3,9
4,Chrdl1,009H,0.822131803879421,5,009H_M8b_E3_Astrocytes_166_7,9
0,Chrdl1,009H,0.849351497136615,5,009H_M8b_E3_Astrocytes_166_11,9
1,Chrdl1,009H,0.854694079854183,5,009H_M8b_E3_Astrocytes_166_12,9
3,Chrdl1,009H,0.830583400909444,5,009H_M8b_E3_Astrocytes_166_14,9
4,Chrdl1,009H,0.851233131568201,5,009H_M8b_E3_Astrocytes_166_16,9
7,Chrdl1,009H,0.885255022001833,5,009H_M8b_E3_Astrocytes_166_18,9
0,Chrdl1,009H,0.849266482818158,5,009H_M8b_E3_Astrocytes_173_1,9
5,Chrdl1,009H,0.883934395341562,5,009H_M8b_E3_Astrocytes_174_5,9
1,Chrdl1,009H,0.843684675033589,5,009H_M8b_E3_Astrocytes_174_7,9
1,Chrdl1,009H,0.888038935550271,5,009H_M8b_E3_Astrocytes_174_10,9
16,Chrdl1,009H,0.810956410013528,5,009H_M8b_E3_Astrocytes_174_11,9
1,Chrdl1,009H,0.879509133210088,5,009H_M8b_E3_Astrocytes_174_17,9
1,Chrdl1,009H,0.85323759268706,5,009H_M8b_E3_Astrocytes_174_18,9
3,Chrdl1,009H,0.871662612613145,5,009H_M8b_E3_Astrocytes_201_24,9
0,Chrdl1,009H,0.874048803142435,5,009H_M8b_E3_Astrocytes_202_2,9
8,Chrdl1,009H,0.810400739373406,5,009H_M8b_E3_Astrocytes_202_4,9
13,Chrdl1,009H,0.87730562290668,5,009H_M8b_E3_Astrocytes_202_5,9
2,Chrdl1,009H,0.857250968976394,5,009H_M8b_E3_Astrocytes_202_6,9
3,Chrdl1,009H,0.858083396451965,5,009H_M8b_E3_Astrocytes_202_7,9
2,Chrdl1,009H,0.812705797706563,5,009H_M8b_E3_Astrocytes_202_9,9
4,Chrdl1,009H,0.832980284677197,5,009H_M8b_E3_Astrocytes_202_10,9
0,Chrdl1,009H,0.809290071269776,5,009H_M8b_E3_Astrocytes_202_12,9
4,Chrdl1,009H,0.878863371750338,5,009H_M8b_E3_Astrocytes_202_13,9
5,Chrdl1,009H,0.808788387914907,5,009H_M8b_E3_Astrocytes_202_14,9
1,Chrdl1,009H,0.879697019025618,5,009H_M8b_E3_Astrocytes_202_20,9
5,Chrdl1,009H,0.839853888127954,5,009H_M8b_E3_Astrocytes_202_26,9
11,Chrdl1,009H,0.810117617352477,5,009H_M8b_E3_Astrocytes_203_3,9
7,Chrdl1,009H,0.838107289240119,5,009H_M8b_E3_Astrocytes_211_1,9
1,Chrdl1,009H,0.865758424792985,5,009H_M8b_E3_Astrocytes_211_2,9
8,Chrdl1,009H,0.877895228674169,5,009H_M8b_E3_Astrocytes_211_3,9
0,Chrdl1,009H,0.889954232667045,5,009H_M8b_E3_Astrocytes_211_7,9
3,Chrdl1,009H,0.806885529621438,5,009H_M8b_E3_Astrocytes_211_13,9
0,Chrdl1,009H,0.889845949745642,5,009H_M8b_E3_Astrocytes_212_11,9
8,Chrdl1,009H,0.884918969682051,5,009H_M8b_E3_Astrocytes_212_12,9
3,Chrdl1,009H,0.865882062473206,5,009H_M8b_E3_Astrocytes_212_14,9
9,Chrdl1,009H,0.858289038964107,5,009H_M8b_E3_Astrocytes_212_17,9
3,Chrdl1,009H,0.800305396241252,5,009H_M8b_E3_Astrocytes_322_10,9
12,Chrdl1,009H,0.804957103192898,5,009H_M8b_E3_Astrocytes_322_12,9
7,Chrdl1,009H,0.839587577454784,5,009H_M8b_E3_Astrocytes_322_13,9
15,Chrdl1,009H,0.854789511031976,5,009H_M8b_E3_Astrocytes_322_15,9
5,Chrdl1,009H,0.80860770276484,5,009H_M8b_E3_Astrocytes_323_16,9
6,Chrdl1,009H,0.850751420907508,5,009H_M8b_E3_Astrocytes_323_18,9
2,Chrdl1,009H,0.803748831590949,5,009H_M8b_E3_Astrocytes_323_19,9
15,Chrdl1,009H,0.835339610818148,5,009H_M8b_E3_Astrocytes_334_6,9
4,Chrdl1,009H,0.867042810120138,5,009H_M8b_E3_Astrocytes_334_7,9
3,Chrdl1,009H,0.862114347581663,5,009H_M8b_E3_Astrocytes_334_8,9
10,Chrdl1,009H,0.895034520818173,5,009H_M8b_E3_Astrocytes_334_9,9
4,Chrdl1,009H,0.863918302697054,5,009H_M8b_E3_Astrocytes_334_10,9
12,Chrdl1,009H,0.858446343037832,5,009H_M8b_E3_Astrocytes_334_11,9
6,Chrdl1,009H,0.885443941196202,5,009H_M8b_E3_Astrocytes_334_13,9
7,Chrdl1,009H,0.834900851504384,5,009H_M8b_E3_Astrocytes_334_14,9
4,Chrdl1,009H,0.8808241201883,5,009H_M8b_E3_Astrocytes_334_16,9
2,Chrdl1,009H,0.824921572587635,5,009H_M8b_E3_Astrocytes_334_17,9
9,Chrdl1,009H,0.878369132015281,5,009H_M8b_E3_Astrocytes_334_18,9
0,Chrdl1,009H,0.806337599065152,5,009H_M8b_E3_Astrocytes_335_1,9
3,Chrdl1,009H,0.894754276961078,5,009H_M8b_E3_Astrocytes_335_2,9
4,Chrdl1,009H,0.85646196435014,5,009H_M8b_E3_Astrocytes_335_3,9
5,Chrdl1,009H,0.866882835621504,5,009H_M8b_E3_Astrocytes_335_5,9
5,Chrdl1,009H,0.897833195992066,5,009H_M8b_E3_Astrocytes_335_8,9
12,Chrdl1,009H,0.892577338039286,5,009H_M8b_E3_Astrocytes_335_12,9
10,Chrdl1,009H,0.893713022926445,5,009H_M8b_E3_Astrocytes_336_2,9
5,Chrdl1,009H,0.873135118925696,5,009H_M8b_E3_Astrocytes_356_2,9
6,Chrdl1,009H,0.825848074302393,5,009H_M8b_E3_Astrocytes_356_3,9
4,Chrdl1,009H,0.857881636976037,5,009H_M8b_E3_Astrocytes_356_5,9
1,Chrdl1,009H,0.825940714671351,5,009H_M8b_E3_Astrocytes_357_7,9
12,Chrdl1,009H,0.808674898122856,5,009H_M8b_E3_Astrocytes_357_9,9
4,Chrdl1,009H,0.808152630856314,5,009H_M8b_E3_Astrocytes_357_13,9
9,Chrdl1,009H,0.8275768193017,5,009H_M8b_E3_Astrocytes_357_17,9
1,Chrdl1,009H,0.870744758894508,5,009H_M8b_E3_Astrocytes_357_18,9
9,Chrdl1,009H,0.823342219246986,5,009H_M8b_E3_Astrocytes_366_3,9
4,Chrdl1,009H,0.870510142503317,5,009H_M8b_E3_Astrocytes_366_5,9
4,Chrdl1,009H,0.893647641855513,5,009H_M8b_E3_Astrocytes_366_9,9
9,Chrdl1,009H,0.814204195071905,5,009H_M8b_E3_Astrocytes_366_10,9
0,Chrdl1,009H,0.822717186447066,5,009H_M8b_E3_Astrocytes_366_12,9
12,Chrdl1,009H,0.889948517251087,5,009H_M8b_E3_Astrocytes_366_13,9
1,Chrdl1,009H,0.850341484296287,5,009H_M8b_E3_Astrocytes_366_14,9
0,Chrdl1,009H,0.89997878615548,5,009H_M8b_E3_Astrocytes_366_15,9
6,Chrdl1,009H,0.834005721128432,5,009H_M8b_E3_Astrocytes_366_17,9
3,Chrdl1,009H,0.815258601728067,5,009H_M8b_E3_Astrocytes_588_18,9
9,Chrdl1,009H,0.812699964726037,5,009H_M8b_E3_Astrocytes_589_15,9
5,Chrdl1,009H,0.816039985664133,5,009H_M8b_E3_Astrocytes_605_1,9
0,Chrdl1,009H,0.869161121357046,5,009H_M8b_E3_Astrocytes_605_2,9
4,Chrdl1,009H,0.865616636324929,5,009H_M8b_E3_Astrocytes_605_3,9
16,Chrdl1,009H,0.856141605942735,5,009H_M8b_E3_Astrocytes_605_4,9
15,Chrdl1,009H,0.844962667299633,5,009H_M8b_E3_Astrocytes_605_5,9
11,Chrdl1,009H,0.877863700557893,5,009H_M8b_E3_Astrocytes_605_6,9
2,Chrdl1,009H,0.898647649956003,5,009H_M8b_E3_Astrocytes_605_7,9
17,Chrdl1,009H,0.846233009395559,5,009H_M8b_E3_Astrocytes_606_2,9
13,Chrdl1,009H,0.824224011552512,5,009H_M8b_E3_Astrocytes_606_6,9
10,Chrdl1,009H,0.803439259228029,5,009H_M8b_E3_Astrocytes_606_7,9
4,Chrdl1,009H,0.834746510354311,5,009H_M8b_E3_Astrocytes_606_8,9
17,Chrdl1,009H,0.871792058651146,5,009H_M8b_E3_Astrocytes_606_10,9
8,Chrdl1,009H,0.840532010589842,5,009H_M8b_E3_Astrocytes_606_12,9
3,Chrdl1,009H,0.895702659500838,5,009H_M8b_E3_Astrocytes_606_13,9
1,Chrdl1,009H,0.823896825818916,5,009H_M8b_E3_Astrocytes_607_20,9
1,Chrdl1,009H,0.838580641011973,5,009H_M8b_E3_Astrocytes_607_21,9
11,Chrdl1,009H,0.812697962179792,5,009H_M8b_E3_Astrocytes_607_23,9
4,Chrdl1,009H,0.842067500482048,5,009H_M8b_E3_Astrocytes_607_24,9
14,Chrdl1,009H,0.812356149204018,5,009H_M8b_E3_Astrocytes_616_4,9
