"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"segmentation"	"celltype"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	3	-1488.24	-28728.39	0.178898770529873	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	16	"Dkk3"	"00NG_M3_E1_30_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	4	-1379.59	-28732.67	0.0901031807528057	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_30_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	5	-1527.1	-28735.1	0.208378508162005	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	16	"Dkk3"	"00NG_M3_E1_30_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	6	-1594.39	-28743.93	0.259728478294169	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Dkk3"	"00NG_M3_E1_30_6"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	7	-1651.79	-28745.85	0.304569267337145	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_30_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	8	-1506.98	-28759.86	0.185774088393106	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	15	"Dkk3"	"00NG_M3_E1_30_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	9	-1422.89	-28757.34	0.118877443514617	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_30_9"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	10	-1404.01	-28766.25	0.101407993405084	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_30_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	12	-1402.22	-28793.33	0.0931274232840184	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_30_12"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	13	-1624.22	-28804.25	0.26641980746603	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_30_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	15	-1538.18	-28825.15	0.193140428239221	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_30_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	16	-1487.75	-28831.68	0.151558034368636	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	15	"Dkk3"	"00NG_M3_E1_30_16"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	17	-1428.97	-28850.09	0.100090921617177	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_30_17"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	19	-1593.27	-28854.71	0.228294462277602	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_30_19"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	20	-1448.7	-28878.18	0.108523581031769	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Dkk3"	"00NG_M3_E1_30_20"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	21	-1579.16	-28879.5	0.210566576909663	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_30_21"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	30	22	-1541.86	-28940.98	0.165218782492044	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Dkk3"	"00NG_M3_E1_30_22"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	1	-1507.84	-28989.7	0.126242750818285	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_31_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	2	-1553.19	-28997.65	0.159233455032238	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_31_2"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	4	-1479.67	-29022.15	0.0962267215473978	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Dkk3"	"00NG_M3_E1_31_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	5	-1614.03	-29029.51	0.197122498942713	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Dkk3"	"00NG_M3_E1_31_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	6	-1602.62	-29041.14	0.185292078294054	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	14	"Dkk3"	"00NG_M3_E1_31_6"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	7	-1526.39	-29055.68	0.123369260581191	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_31_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	8	-1614.38	-29056.87	0.189923198428887	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Dkk3"	"00NG_M3_E1_31_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	9	-1481.45	-29071.74	0.0847880185486553	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_31_9"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	10	-1513.68	-29094.23	0.103532037684629	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_31_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	11	-1486.25	-29109.12	0.0787638646106959	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_31_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	12	-1514.41	-29156.18	0.0880109815992934	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_31_12"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	13	-1457.62	-29181	0.0386678252605921	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Dkk3"	"00NG_M3_E1_31_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	15	-1551.1	-29204.75	0.10323263933565	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Dkk3"	"00NG_M3_E1_31_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	31	16	-1631.52	-29238.81	0.155033223762509	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	20	"Dkk3"	"00NG_M3_E1_31_16"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	1	-1948.94	-28997.08	0.456643529009646	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_32_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	2	-1896.47	-29010.7	0.413898663561184	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_32_2"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	3	-1675.18	-29008.64	0.249200186000605	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_32_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	4	-1745.55	-29039.98	0.293264027990032	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_32_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	5	-1905.94	-29042.77	0.411877087885553	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_32_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	6	-1760.83	-29052.72	0.301060912078124	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Dkk3"	"00NG_M3_E1_32_6"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	7	-1896.74	-29109.61	0.386943656015828	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_32_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	8	-1882.52	-29121.12	0.373258255417561	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_32_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	9	-1696.93	-29129	0.232322454568603	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Dkk3"	"00NG_M3_E1_32_9"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	10	-1951.71	-29168.68	0.40733856694593	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Dkk3"	"00NG_M3_E1_32_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	11	-1923.29	-29165.69	0.388089451915119	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_32_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	12	-1921.26	-29234.27	0.362695193941497	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_32_12"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	32	13	-1688.49	-29284.29	0.179324152266206	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_32_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	1	-1950.59	-28999.37	0.457165827165237	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_33_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	2	-2181.96	-29041.13	0.615829232126413	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	14	"Dkk3"	"00NG_M3_E1_33_2"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	3	-2072.34	-29045.07	0.535129030837233	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Dkk3"	"00NG_M3_E1_33_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	4	-1965	-29073.45	0.447569075136042	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_33_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	5	-2139.97	-29080.56	0.572415402232801	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_33_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	6	-1986.06	-29106	0.453474574325882	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_33_6"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	7	-2015.71	-29149.54	0.459740528133186	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Dkk3"	"00NG_M3_E1_33_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	8	-2182.54	-29149.34	0.579977456246254	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_33_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	9	-1957.88	-29169.08	0.411609293279568	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	18	"Dkk3"	"00NG_M3_E1_33_9"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	10	-2046.6	-29190.27	0.467913021067157	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_33_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	11	-2068.63	-29220.58	0.473342099062381	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Dkk3"	"00NG_M3_E1_33_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	12	-2011.51	-29223.48	0.431195066917207	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_33_12"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	13	-2159.87	-29236.55	0.533949947256981	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_33_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	14	-2053.21	-29235.51	0.45705993680278	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_33_14"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	15	-2067.03	-29247.81	0.462779898283948	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_33_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	33	17	-2041.1	-29273.66	0.435075851244258	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	11	"Dkk3"	"00NG_M3_E1_33_17"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	1	-2330.11	-28977.24	0.74382358366138	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	23	"Dkk3"	"00NG_M3_E1_34_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	2	-2541.42	-29021.32	0.883855068871431	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	22	"Dkk3"	"00NG_M3_E1_34_2"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	3	-2480.7	-29025.47	0.837953190216427	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	24	"Dkk3"	"00NG_M3_E1_34_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	4	-2306.5	-29064.98	0.698003908315673	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_34_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	6	-2462.34	-29085.94	0.805005719722351	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	51	"Dkk3"	"00NG_M3_E1_34_6"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	7	-2314.2	-29096.59	0.693176339783586	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_34_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	8	-2263.55	-29097.18	0.65616693628872	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_34_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	9	-2503.89	-29130.81	0.821453753089469	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_34_9"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	11	-2354.43	-29164.39	0.700331230474319	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	15	"Dkk3"	"00NG_M3_E1_34_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	13	-2276.82	-29166.71	0.642633807232252	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	16	"Dkk3"	"00NG_M3_E1_34_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	14	-2412.35	-29180.39	0.738086561474063	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Dkk3"	"00NG_M3_E1_34_14"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	15	-2310.66	-29216.93	0.651285396930515	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_34_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	16	-2420.09	-29227.15	0.729162782655575	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_34_16"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	17	-2267.66	-29270.21	0.602701632170196	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_34_17"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	34	18	-2492.17	-29118.61	0.816614352295609	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Dkk3"	"00NG_M3_E1_34_18"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	35	4	-2665.63	-29013.09	0.978151996563584	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	19	"Dkk3"	"00NG_M3_E1_35_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	35	8	-2673.89	-29062.16	0.968934574031863	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	36	"Dkk3"	"00NG_M3_E1_35_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	35	10	-2678.7	-29098.33	0.961201720797308	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	11	"Dkk3"	"00NG_M3_E1_35_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	35	15	-2597.7	-29269.91	0.837197284897029	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	19	"Dkk3"	"00NG_M3_E1_35_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	35	16	-2640.54	-29267.6	0.867278155207674	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	40	"Dkk3"	"00NG_M3_E1_35_16"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	37	4	-2852.9	-29364.74	0.968609585230137	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Dkk3"	"00NG_M3_E1_37_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	37	10	-2911.35	-29480.95	0.957286661420066	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	33	"Dkk3"	"00NG_M3_E1_37_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	37	11	-2848.08	-29507.59	0.90437350710949	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_37_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	37	13	-2951.6	-29518.48	0.965866013121888	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_37_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	37	14	-2902.68	-29524.85	0.931581490337997	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	38	"Dkk3"	"00NG_M3_E1_37_14"
