"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"segmentation"	"celltype"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	37	15	-2904.53	-29540.55	0.925584348421278	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	55	"Dkk3"	"00NG_M3_E1_37_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	1	-2751.73	-29321.29	0.919439726733844	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	21	"Dkk3"	"00NG_M3_E1_38_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	2	-2564.8	-29328.32	0.791201145798888	"CTX S-BF L6"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Dkk3"	"00NG_M3_E1_38_2"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	3	-2812	-29337.8	0.952687385180997	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	20	"Dkk3"	"00NG_M3_E1_38_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	4	-2852.37	-29365.21	0.968056775337707	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_38_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	5	-2809.86	-29367.92	0.938518962042745	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	49	"Dkk3"	"00NG_M3_E1_38_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	6	-2664.63	-29375.07	0.838573888051196	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	18	"Dkk3"	"00NG_M3_E1_38_6"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	7	-2756.12	-29431.61	0.87567716761087	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Dkk3"	"00NG_M3_E1_38_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	9	-2823.1	-29461.95	0.907584702790088	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	19	"Dkk3"	"00NG_M3_E1_38_9"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	10	-2556.53	-29472.73	0.725099181788183	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_38_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	11	-2789.53	-29518.69	0.861157823356495	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	37	"Dkk3"	"00NG_M3_E1_38_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	12	-2845.92	-29508.68	0.902483290041148	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Dkk3"	"00NG_M3_E1_38_12"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	13	-2592.03	-29497.69	0.738175256363312	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Dkk3"	"00NG_M3_E1_38_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	14	-2617.77	-29527.47	0.742703084138067	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	15	"Dkk3"	"00NG_M3_E1_38_14"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	15	-2824.7	-29537.58	0.875601690699474	"CTX S-BF L6"	"Astrocytes"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	17	"Dkk3"	"00NG_M3_E1_38_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	38	16	-2643.55	-29564.22	0.74435009167507	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_38_16"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	1	-2268.27	-29272.9	0.602308512456186	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Dkk3"	"00NG_M3_E1_39_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	2	-2448.37	-29290.78	0.726169980592314	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_39_2"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	3	-2465.48	-29324.16	0.724772554138643	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	64	"Dkk3"	"00NG_M3_E1_39_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	4	-2438.48	-29344.63	0.698082882668616	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	25	"Dkk3"	"00NG_M3_E1_39_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	5	-2369.17	-29347.74	0.64880693173042	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Dkk3"	"00NG_M3_E1_39_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	7	-2299.96	-29363.62	0.594327281061348	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	28	"Dkk3"	"00NG_M3_E1_39_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	8	-2536.4	-29377.32	0.752146970633125	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	16	"Dkk3"	"00NG_M3_E1_39_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	9	-2496.3	-29416.25	0.708928558362888	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_39_9"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	10	-2400	-29431.02	0.638094232374912	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_39_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	11	-2262.31	-29435.32	0.540825215129174	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_39_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	12	-2439.19	-29432.03	0.664202274411285	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	17	"Dkk3"	"00NG_M3_E1_39_12"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	13	-2509.09	-29450.77	0.702803436944371	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	21	"Dkk3"	"00NG_M3_E1_39_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	14	-2555.6	-29472.91	0.724402893687647	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Dkk3"	"00NG_M3_E1_39_14"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	15	-2263.73	-29471.36	0.528379249638489	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Dkk3"	"00NG_M3_E1_39_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	16	-2526.29	-29475.87	0.703612072185267	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	48	"Dkk3"	"00NG_M3_E1_39_16"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	17	-2392.07	-29503.78	0.602361474149369	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_39_17"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	18	-2524.82	-29529.28	0.679954998137059	"CTX S-BF L5"	"Astrocytes"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	26	"Dkk3"	"00NG_M3_E1_39_18"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	19	-2327.8	-29550.93	0.539537755423329	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_39_19"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	20	-2393.91	-29556.95	0.580983595984485	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_39_20"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	21	-2417.4	-29583.11	0.585500998312135	"CTX S-BF L5"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_39_21"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	39	22	-2309.63	-29580.05	0.515055912203313	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_39_22"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	1	-2068.5	-29298.71	0.446426945333773	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_40_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	2	-2115.91	-29306.56	0.478881405201062	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_40_2"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	3	-2021.02	-29368.06	0.38925744700038	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_40_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	4	-2209.55	-29375.59	0.525442935731555	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_40_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	5	-2169.54	-29408.89	0.484902634909343	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Dkk3"	"00NG_M3_E1_40_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	6	-2255.81	-29431.92	0.537544568359053	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_40_6"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	7	-2150.59	-29443.97	0.458831882152245	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Dkk3"	"00NG_M3_E1_40_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	8	-2041.97	-29452.22	0.377525138446602	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_40_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	10	-2073.56	-29486.62	0.388553741434145	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_40_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	11	-2229.98	-29496.47	0.495522378992912	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_40_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	12	-2100.1	-29500.67	0.402481148537716	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_40_12"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	13	-2211.85	-29513.36	0.476652270325093	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_40_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	14	-2150.64	-29519.63	0.431392360798498	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_40_14"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	15	-2163.87	-29525.85	0.438457824586192	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_40_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	16	-2094.62	-29546.34	0.382262900793453	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_40_16"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	40	17	-2131.33	-29556.07	0.404708636623057	"CTX S-BF L4"	"Astrocytes"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_40_17"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	1	-1688.44	-29286.03	0.178660282130712	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_41_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	4	-1703.93	-29334.41	0.172112942012232	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Dkk3"	"00NG_M3_E1_41_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	5	-1732.65	-29342.35	0.18963209945199	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_41_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	6	-1845.73	-29364.69	0.26229807538806	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_41_6"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	8	-1776.4	-29370.68	0.210540584286732	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Dkk3"	"00NG_M3_E1_41_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	10	-1903.11	-29433.56	0.281313117476835	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_41_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	11	-1923.06	-29537.27	0.262345190100035	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_41_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	12	-1654.11	-29548.86	0.0605988960600421	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	11	"Dkk3"	"00NG_M3_E1_41_12"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	13	-1801.6	-29563.25	0.164882139804351	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_41_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	41	14	-1711.55	-29562.9	0.0986110800147355	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Dkk3"	"00NG_M3_E1_41_14"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	42	1	-1578.98	-29344.1	0.0802389088894097	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_42_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	42	3	-1623.29	-29345.56	0.110959152886811	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_42_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	42	4	-1613.52	-29366.24	0.0964678731386754	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	14	"Dkk3"	"00NG_M3_E1_42_4"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	42	5	-1602.68	-29423.41	0.0676946361281949	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	15	"Dkk3"	"00NG_M3_E1_42_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	42	7	-1631.47	-29490.84	0.0630609834455693	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Dkk3"	"00NG_M3_E1_42_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	1	-1919.67	-29590.6	0.24193406003807	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_43_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	2	-1683.78	-29599.01	0.0665927047238695	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_43_2"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	3	-1942.59	-29627.09	0.24596370990791	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_43_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	5	-1696.99	-29650.88	0.0597623222227627	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_43_5"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	6	-1803.82	-29667.21	0.132569943449521	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Dkk3"	"00NG_M3_E1_43_6"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	7	-1876.2	-29662.47	0.186411060781426	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	19	"Dkk3"	"00NG_M3_E1_43_7"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	8	-1721.38	-29671.55	0.071042732207911	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	11	"Dkk3"	"00NG_M3_E1_43_8"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	10	-1731.44	-29713.84	0.0648267350410413	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Dkk3"	"00NG_M3_E1_43_10"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	11	-1769.35	-29723.57	0.0892349994444231	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_43_11"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	12	-1782.38	-29753.54	0.0890043224431236	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	16	"Dkk3"	"00NG_M3_E1_43_12"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	13	-1914.06	-29848.72	0.137442828402145	"CTX S-BF L2-3"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_43_13"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	14	-1863.44	-29886.9	0.087486774688687	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Dkk3"	"00NG_M3_E1_43_14"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	43	15	-1837.22	-29837.34	0.0913245936243057	"CTX S-BF L1"	"Astrocytes"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	20	"Dkk3"	"00NG_M3_E1_43_15"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	44	1	-2134.46	-29595.22	0.392117634742802	"CTX S-BF L4"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Dkk3"	"00NG_M3_E1_44_1"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	44	2	-2002.96	-29624.1	0.29004353419165	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_44_2"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	44	3	-1950.58	-29626.21	0.251979080458477	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Dkk3"	"00NG_M3_E1_44_3"
"00NG"	"P56cor2-CTXsbf-sastv21_00NG_Astrocytes.tsv"	"00NG_M3_E1"	44	4	-1985.39	-29677.7	0.2579286795525	"CTX S-BF L2-3"	"Astrocytes"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Dkk3"	"00NG_M3_E1_44_4"
