"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"layer"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	236	11	5154.21	1481.72	0.257409933372653	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	31	"Eogt"	"009H_M8b_E2_Astrocytes_236_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	167	1	4771.29	2963.28	0.580074294287894	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	10	"Eogt"	"009H_M8b_E2_Astrocytes_167_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	167	4	4721.14	2929.6	0.524716272584718	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	11	"Eogt"	"009H_M8b_E2_Astrocytes_167_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	167	5	4826.92	2917.34	0.612283285107174	"L4"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	9	"Eogt"	"009H_M8b_E2_Astrocytes_167_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	167	8	4703.41	2844.27	0.481684206294455	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	17	"Eogt"	"009H_M8b_E2_Astrocytes_167_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	167	11	4767.67	2813.01	0.526748080282713	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	5	"Eogt"	"009H_M8b_E2_Astrocytes_167_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	167	12	4836.65	2806.4	0.582725207003831	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	17	"Eogt"	"009H_M8b_E2_Astrocytes_167_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	167	14	4772.16	2775.74	0.51864055464758	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	16	"Eogt"	"009H_M8b_E2_Astrocytes_167_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	167	16	4725	2759.22	0.473711799283441	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_167_16"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	167	17	4864.52	2755.72	0.589107904517149	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	13	"Eogt"	"009H_M8b_E2_Astrocytes_167_17"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	1	5047.09	2065.71	0.444572430771931	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	0	"Eogt"	"009H_M8b_E2_Astrocytes_209_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	2	5031.59	2061.79	0.433077418096907	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	12	"Eogt"	"009H_M8b_E2_Astrocytes_209_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	3	5112.85	2059.75	0.483370509074371	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	20	"Eogt"	"009H_M8b_E2_Astrocytes_209_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	5	5185.65	2045.3	0.522477388536795	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	19	"Eogt"	"009H_M8b_E2_Astrocytes_209_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	6	5021.67	2023.32	0.410288743520524	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	35	"Eogt"	"009H_M8b_E2_Astrocytes_209_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	10	5190.18	1860.35	0.446597574331033	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	32	"Eogt"	"009H_M8b_E2_Astrocytes_209_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	11	5258.61	1842.23	0.481016551446457	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	10	"Eogt"	"009H_M8b_E2_Astrocytes_209_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	12	5136.55	1827.99	0.399991208382061	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_209_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	13	5095.63	1834.02	0.377071117718303	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	11	"Eogt"	"009H_M8b_E2_Astrocytes_209_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	14	5040.95	1773.58	0.318153867544575	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	6	"Eogt"	"009H_M8b_E2_Astrocytes_209_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	15	5057.48	1768.28	0.326313177101447	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	14	"Eogt"	"009H_M8b_E2_Astrocytes_209_15"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	209	16	5090.88	1915.69	0.408103358457114	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	25	"Eogt"	"009H_M8b_E2_Astrocytes_209_16"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	577	5	-5068.22	-24487.21	0.392128457152607	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	38	"Eogt"	"009H_M8b_E2_Astrocytes_577_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	577	6	-5015.04	-24518.59	0.408172496425727	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	16	"Eogt"	"009H_M8b_E2_Astrocytes_577_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	577	7	-5012.76	-24529.15	0.415979029527593	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	14	"Eogt"	"009H_M8b_E2_Astrocytes_577_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	577	8	-5059.2	-24544.94	0.43662139778055	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	35	"Eogt"	"009H_M8b_E2_Astrocytes_577_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	242	2	5673.77	1415.61	0.470308483887614	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	18	"Eogt"	"009H_M8b_E2_Astrocytes_242_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	561	6	-4552.04	-24281.05	0.116779600434832	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	34	"Eogt"	"009H_M8b_E2_Astrocytes_561_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	561	7	-4699.69	-24303.22	0.179364001671127	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	29	"Eogt"	"009H_M8b_E2_Astrocytes_561_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	561	9	-4685.75	-24359.35	0.215941958622568	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	19	"Eogt"	"009H_M8b_E2_Astrocytes_561_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	561	11	-4671.83	-24394.81	0.237129519397903	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	33	"Eogt"	"009H_M8b_E2_Astrocytes_561_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	364	1	-3787.16	-18318.8	0.426599006105482	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_364_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	364	2	-3665.17	-18351.6	0.345555854376298	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	15	"Eogt"	"009H_M8b_E2_Astrocytes_364_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	364	3	-3744.37	-18354.02	0.40505732153809	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_364_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	364	4	-3809.06	-18356.9	0.453532869574665	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	24	"Eogt"	"009H_M8b_E2_Astrocytes_364_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	364	5	-3762.61	-18366.82	0.422017511638249	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	17	"Eogt"	"009H_M8b_E2_Astrocytes_364_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	364	7	-3859.89	-18368.19	0.493948361196129	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	20	"Eogt"	"009H_M8b_E2_Astrocytes_364_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	303	5	-4123.93	-17206.28	0.149282361642838	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	28	"Eogt"	"009H_M8b_E2_Astrocytes_303_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	303	7	-4025.21	-17240.72	0.118110169116289	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	11	"Eogt"	"009H_M8b_E2_Astrocytes_303_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	303	9	-4026.36	-17321.07	0.160213350409181	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	25	"Eogt"	"009H_M8b_E2_Astrocytes_303_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	303	10	-4124.17	-17330.07	0.21328197914945	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	37	"Eogt"	"009H_M8b_E2_Astrocytes_303_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	1	-4659.89	-24453.86	0.275642068177847	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	5	"Eogt"	"009H_M8b_E2_Astrocytes_579_1"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	2	-4450.14	-24462.24	0.212426617630012	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	42	"Eogt"	"009H_M8b_E2_Astrocytes_579_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	3	-4674.87	-24466.23	0.28942815966411	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	42	"Eogt"	"009H_M8b_E2_Astrocytes_579_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	4	-4461.9	-24471.02	0.222691058006736	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	37	"Eogt"	"009H_M8b_E2_Astrocytes_579_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	5	-4615.31	-24470.22	0.272694128689531	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	19	"Eogt"	"009H_M8b_E2_Astrocytes_579_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	6	-4625.95	-24484.46	0.286337041069129	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_579_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	9	-4532.41	-24485.43	0.25648135867968	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	20	"Eogt"	"009H_M8b_E2_Astrocytes_579_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	10	-4470.88	-24496.04	0.24315034182598	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	40	"Eogt"	"009H_M8b_E2_Astrocytes_579_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	11	-4439.14	-24513.48	0.243746645745455	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	28	"Eogt"	"009H_M8b_E2_Astrocytes_579_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	12	-4539.72	-24527.75	0.288824922669758	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	24	"Eogt"	"009H_M8b_E2_Astrocytes_579_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	13	-4399.15	-24533.98	0.24348493321662	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_579_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	14	-4650.55	-24533.66	0.329491818080949	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_579_14"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	15	-4581.23	-24557.17	0.323274126317731	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	5	"Eogt"	"009H_M8b_E2_Astrocytes_579_15"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	16	-4593.79	-24566.43	0.333970027658399	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	20	"Eogt"	"009H_M8b_E2_Astrocytes_579_16"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	17	-4600.66	-24592.23	0.354493337532113	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	35	"Eogt"	"009H_M8b_E2_Astrocytes_579_17"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	19	-4415.97	-24615.28	0.30514237709613	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	40	"Eogt"	"009H_M8b_E2_Astrocytes_579_19"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	20	-4554.05	-24619.29	0.357871429921554	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	21	"Eogt"	"009H_M8b_E2_Astrocytes_579_20"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	21	-4682.49	-24628.41	0.40741440997103	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	27	"Eogt"	"009H_M8b_E2_Astrocytes_579_21"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	22	-4479.52	-24625.75	0.335280449353926	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	29	"Eogt"	"009H_M8b_E2_Astrocytes_579_22"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	23	-4402.7	-24669.6	0.337382201990633	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	30	"Eogt"	"009H_M8b_E2_Astrocytes_579_23"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	24	-4539.27	-24671.54	0.388372178181673	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	16	"Eogt"	"009H_M8b_E2_Astrocytes_579_24"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	25	-4610.14	-24688.09	0.425059769839176	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	34	"Eogt"	"009H_M8b_E2_Astrocytes_579_25"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	26	-4438.79	-24690.71	0.364817429630746	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	22	"Eogt"	"009H_M8b_E2_Astrocytes_579_26"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	27	-4519.99	-24695.11	0.397413163251408	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	33	"Eogt"	"009H_M8b_E2_Astrocytes_579_27"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	29	-4694.54	-24718.21	0.474926032295545	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	15	"Eogt"	"009H_M8b_E2_Astrocytes_579_29"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	30	-4652.12	-24738.61	0.474811963386322	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	30	"Eogt"	"009H_M8b_E2_Astrocytes_579_30"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	31	-4531.62	-24739.86	0.432183574136575	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	24	"Eogt"	"009H_M8b_E2_Astrocytes_579_31"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	32	-4482.63	-24745.47	0.418037389208294	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	28	"Eogt"	"009H_M8b_E2_Astrocytes_579_32"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	579	33	-4526.6	-24605	0.338182726990672	"L4"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	19	"Eogt"	"009H_M8b_E2_Astrocytes_579_33"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	307	2	-5184	-17161.52	0.465554041062258	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	15	"Eogt"	"009H_M8b_E2_Astrocytes_307_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	307	3	-5142.97	-17162.33	0.459391685097047	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	24	"Eogt"	"009H_M8b_E2_Astrocytes_307_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	307	5	-5078.31	-17187.23	0.465931001604166	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	34	"Eogt"	"009H_M8b_E2_Astrocytes_307_5"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	307	6	-5205.59	-17197.76	0.494086530709115	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	16	"Eogt"	"009H_M8b_E2_Astrocytes_307_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	307	8	-5239.15	-17216.83	0.512699490038772	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	8	"Eogt"	"009H_M8b_E2_Astrocytes_307_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	210	8	5343.81	1851.42	0.535839740027247	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	13	"Eogt"	"009H_M8b_E2_Astrocytes_210_8"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	210	9	5300.78	1844.15	0.507400669523589	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	14	"Eogt"	"009H_M8b_E2_Astrocytes_210_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	210	11	5261.64	1843.47	0.483386796123975	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	7	"Eogt"	"009H_M8b_E2_Astrocytes_210_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	210	13	5369.5	1790.11	0.522893609782991	"L4"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	28	"Eogt"	"009H_M8b_E2_Astrocytes_210_13"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	2	-4201.55	-24466.26	0.126849281222275	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	21	"Eogt"	"009H_M8b_E2_Astrocytes_580_2"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	3	-4365.25	-24477.34	0.192540638366632	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	43	"Eogt"	"009H_M8b_E2_Astrocytes_580_3"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	4	-4322.17	-24471.55	0.173295210142806	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	28	"Eogt"	"009H_M8b_E2_Astrocytes_580_4"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	6	-4169.27	-24480.23	0.124044204979672	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	11	"Eogt"	"009H_M8b_E2_Astrocytes_580_6"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	7	-4377.74	-24484.9	0.20217360014909	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	24	"Eogt"	"009H_M8b_E2_Astrocytes_580_7"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	9	-4232.61	-24523.15	0.176577729560007	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	17	"Eogt"	"009H_M8b_E2_Astrocytes_580_9"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	10	-4174.23	-24521.4	0.15329602656637	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	42	"Eogt"	"009H_M8b_E2_Astrocytes_580_10"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	11	-4358.19	-24534.16	0.228979020924462	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	35	"Eogt"	"009H_M8b_E2_Astrocytes_580_11"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	12	-4396.25	-24535.49	0.243482025446681	"L2-3"	"2"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	25	"Eogt"	"009H_M8b_E2_Astrocytes_580_12"
"009H"	"P56cor-CTXsbf-sastv20_009H_Astrocytes.tsv"	"009H_M8b_E2_Astrocytes"	580	13	-4146.99	-24543.67	0.157647291958731	"L2-3"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots650_PerCell"	23	"Eogt"	"009H_M8b_E2_Astrocytes_580_13"
