"slide"	"analysis"	"file"	"Field"	"ObjectNo"	"PositionX_m"	"PositionY_m"	"normalisedDepth"	"layer"	"ctxdepthInterval"	"area"	"channel"	"spotcounts"	"genes"	"cell.id"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	16	4900.18	1138.31	0.894358912844675	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_756_16"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	17	4924.5	1116.69	0.899785683495089	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	4	"Id1"	"009I_M5b_E3_Astrocytes_756_17"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	18	4927.56	1094.43	0.891567189725008	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	19	"Id1"	"009I_M5b_E3_Astrocytes_756_18"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	19	4908.14	1063.37	0.865222534251634	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	5	"Id1"	"009I_M5b_E3_Astrocytes_756_19"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	20	4978.93	1054.24	0.90510474967166	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	3	"Id1"	"009I_M5b_E3_Astrocytes_756_20"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	21	4995.23	1050.16	0.913364799667	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	2	"Id1"	"009I_M5b_E3_Astrocytes_756_21"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	22	4948.98	1047.73	0.883471562584334	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	10	"Id1"	"009I_M5b_E3_Astrocytes_756_22"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	23	5035.21	1040.55	0.933786302647653	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	0	"Id1"	"009I_M5b_E3_Astrocytes_756_23"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	24	4924.35	1043.6	0.866234101258334	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	5	"Id1"	"009I_M5b_E3_Astrocytes_756_24"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M5b_E3_Astrocytes"	756	25	4899.16	1038.37	0.848133153527589	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots520_PerCell"	13	"Id1"	"009I_M5b_E3_Astrocytes_756_25"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	1	-4211.07	-20366.6	0.773168082645606	"L6"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	18	"Il33"	"009I_M4b_E3_Astrocytes_718_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	2	-4146.43	-20382.15	0.733305218325325	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Il33"	"009I_M4b_E3_Astrocytes_718_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	3	-4349.94	-20417.64	0.884937084150419	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Il33"	"009I_M4b_E3_Astrocytes_718_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	4	-4443.85	-20422.12	0.9508020300425	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Il33"	"009I_M4b_E3_Astrocytes_718_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	5	-4171.19	-20465.75	0.776627100546385	"L6"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	11	"Il33"	"009I_M4b_E3_Astrocytes_718_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	6	-4336.02	-20477.49	0.894446508020143	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Il33"	"009I_M4b_E3_Astrocytes_718_6"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	7	-4274.36	-20478.21	0.852085153026594	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Il33"	"009I_M4b_E3_Astrocytes_718_7"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	8	-4195.78	-20476.89	0.797213240804848	"L6"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Il33"	"009I_M4b_E3_Astrocytes_718_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	9	-4293.33	-20506.69	0.874289935224286	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Il33"	"009I_M4b_E3_Astrocytes_718_9"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	10	-4316.28	-20507.23	0.890335489363253	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	14	"Il33"	"009I_M4b_E3_Astrocytes_718_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	11	-4337.98	-20522.51	0.910236787456931	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Il33"	"009I_M4b_E3_Astrocytes_718_11"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	12	-4226.91	-20527.58	0.834899976720062	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Il33"	"009I_M4b_E3_Astrocytes_718_12"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	13	-4445.84	-20532.49	0.987828299674183	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Il33"	"009I_M4b_E3_Astrocytes_718_13"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	14	-4392.26	-20541.87	0.953960950438912	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Il33"	"009I_M4b_E3_Astrocytes_718_14"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	15	-4187.89	-20553.5	0.815998262462942	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Il33"	"009I_M4b_E3_Astrocytes_718_15"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	16	-4339.56	-20560.78	0.923659428575166	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Il33"	"009I_M4b_E3_Astrocytes_718_16"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	17	-4273.19	-20567.28	0.879738634481582	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Il33"	"009I_M4b_E3_Astrocytes_718_17"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	18	-4352.84	-20576.81	0.938034638397051	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Il33"	"009I_M4b_E3_Astrocytes_718_18"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	19	-4381.7	-20611.16	0.969171988822341	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Il33"	"009I_M4b_E3_Astrocytes_718_19"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	20	-4336.6	-20638.02	0.946647409282494	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Il33"	"009I_M4b_E3_Astrocytes_718_20"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	718	21	-4253.8	-20373.93	0.804939842090677	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Il33"	"009I_M4b_E3_Astrocytes_718_21"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	911	1	-4202.1	-26062.69	0.0693495344755011	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Il33"	"009I_M4b_E3_Astrocytes_911_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	911	2	-4153.41	-26093.67	0.0547484245269973	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Il33"	"009I_M4b_E3_Astrocytes_911_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	911	3	-4171.55	-26143.35	0.0871523649653696	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	11	"Il33"	"009I_M4b_E3_Astrocytes_911_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	911	8	-3974.49	-26241.52	0.0117527664175627	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Il33"	"009I_M4b_E3_Astrocytes_911_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	911	9	-4089.87	-26243.4	0.0819231150142809	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Il33"	"009I_M4b_E3_Astrocytes_911_9"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	911	10	-3963.43	-26259.21	0.0125567953703504	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Il33"	"009I_M4b_E3_Astrocytes_911_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	911	11	-3941.18	-26288.86	0.011658693091679	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Il33"	"009I_M4b_E3_Astrocytes_911_11"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	911	13	-4122.14	-26062.16	0.0227558082925767	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Il33"	"009I_M4b_E3_Astrocytes_911_13"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	905	14	-5622.23	-25957.94	0.524026821781796	"L5"	"3"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	18	"Il33"	"009I_M4b_E3_Astrocytes_905_14"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	1	-5375.6	-26622.71	0.914977447842345	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Il33"	"009I_M4b_E3_Astrocytes_943_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	2	-5236.48	-26628.05	0.867846383880998	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	9	"Il33"	"009I_M4b_E3_Astrocytes_943_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	3	-5258.85	-26659.2	0.895131307574775	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	20	"Il33"	"009I_M4b_E3_Astrocytes_943_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	4	-5438.11	-26672.8	0.965933824408722	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Il33"	"009I_M4b_E3_Astrocytes_943_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	5	-5271.43	-26697.32	0.923048599249356	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	14	"Il33"	"009I_M4b_E3_Astrocytes_943_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	7	-5348.77	-26725.26	0.968876353344843	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Il33"	"009I_M4b_E3_Astrocytes_943_7"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	8	-5232.96	-26762.92	0.948476386472126	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Il33"	"009I_M4b_E3_Astrocytes_943_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	9	-5272.62	-26770.51	0.967998715646547	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	3	"Il33"	"009I_M4b_E3_Astrocytes_943_9"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	10	-5309.33	-26769.7	0.981221892419919	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Il33"	"009I_M4b_E3_Astrocytes_943_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	16	-5176.4	-26829.91	0.967604926263008	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Il33"	"009I_M4b_E3_Astrocytes_943_16"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	943	20	-5477.29	-26658.47	0.967783517756614	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Il33"	"009I_M4b_E3_Astrocytes_943_20"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	682	5	-3567.38	-19797.11	0.145780422152014	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Il33"	"009I_M4b_E3_Astrocytes_682_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	889	1	-5120.91	-25384.43	0.0223214111489639	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Il33"	"009I_M4b_E3_Astrocytes_889_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	889	2	-5075.26	-25396.13	0.0183268002073109	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Il33"	"009I_M4b_E3_Astrocytes_889_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	889	3	-5047.73	-25404.54	0.0168311573663624	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Il33"	"009I_M4b_E3_Astrocytes_889_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	889	4	-5056.3	-25407.52	0.0210565330209534	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Il33"	"009I_M4b_E3_Astrocytes_889_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	889	5	-4983.99	-25437.43	0.02236942871334	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Il33"	"009I_M4b_E3_Astrocytes_889_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	1	-4717.01	-19757.72	0.789725800588592	"L6"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Il33"	"009I_M4b_E3_Astrocytes_685_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	2	-4477.05	-19778.48	0.682894924517721	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	20	"Il33"	"009I_M4b_E3_Astrocytes_685_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	3	-4583.26	-19793.25	0.744261352356959	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Il33"	"009I_M4b_E3_Astrocytes_685_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	4	-4527.05	-19805.22	0.722482878825402	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Il33"	"009I_M4b_E3_Astrocytes_685_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	5	-4708.18	-19812.76	0.816756324232131	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Il33"	"009I_M4b_E3_Astrocytes_685_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	6	-4466.53	-19835.32	0.704850645689852	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Il33"	"009I_M4b_E3_Astrocytes_685_6"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	7	-4576.62	-19854.08	0.772562167093183	"L6"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Il33"	"009I_M4b_E3_Astrocytes_685_7"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	8	-4565.2	-19861.08	0.769968325993442	"L6"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Il33"	"009I_M4b_E3_Astrocytes_685_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	9	-4589.18	-19918.13	0.8107795767081	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Il33"	"009I_M4b_E3_Astrocytes_685_9"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	10	-4458.69	-19934.81	0.749591831832358	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	12	"Il33"	"009I_M4b_E3_Astrocytes_685_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	11	-4554.33	-19948.84	0.80763183022616	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Il33"	"009I_M4b_E3_Astrocytes_685_11"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	12	-4600.36	-19976.77	0.845917642019217	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Il33"	"009I_M4b_E3_Astrocytes_685_12"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	685	13	-4737.18	-20008.93	0.933449614178531	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Il33"	"009I_M4b_E3_Astrocytes_685_13"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	1	-4209.94	-20051.49	0.655270504208032	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	13	"Il33"	"009I_M4b_E3_Astrocytes_710_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	2	-4208.37	-20093.37	0.671273695652242	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Il33"	"009I_M4b_E3_Astrocytes_710_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	3	-4131.69	-20102.89	0.627140881363507	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	11	"Il33"	"009I_M4b_E3_Astrocytes_710_3"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	4	-4302.85	-20136.85	0.747678640423334	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	8	"Il33"	"009I_M4b_E3_Astrocytes_710_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	5	-4199.01	-20149.46	0.688405224403971	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	26	"Il33"	"009I_M4b_E3_Astrocytes_710_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	6	-4078.9	-20190.65	0.626034781348585	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Il33"	"009I_M4b_E3_Astrocytes_710_6"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	7	-4120.18	-20205.71	0.659062779003792	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	11	"Il33"	"009I_M4b_E3_Astrocytes_710_7"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	8	-4224.07	-20212.68	0.730154053876404	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	10	"Il33"	"009I_M4b_E3_Astrocytes_710_8"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	9	-4301.97	-20283.62	0.808172232081199	"L6"	"5"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	6	"Il33"	"009I_M4b_E3_Astrocytes_710_9"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	10	-4219.65	-20286.35	0.753488321317514	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	4	"Il33"	"009I_M4b_E3_Astrocytes_710_10"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	11	-4177.65	-20309.22	0.732266444663407	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	5	"Il33"	"009I_M4b_E3_Astrocytes_710_11"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	710	12	-4120.17	-20327.28	0.698130556940476	"L5"	"4"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	7	"Il33"	"009I_M4b_E3_Astrocytes_710_12"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	938	1	-3895.48	-26618.72	0.109749208938824	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Il33"	"009I_M4b_E3_Astrocytes_938_1"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	938	2	-3825.44	-26654.78	0.0758076169986956	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Il33"	"009I_M4b_E3_Astrocytes_938_2"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	938	4	-3784.77	-26688.54	0.0604733189268989	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	0	"Il33"	"009I_M4b_E3_Astrocytes_938_4"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	938	5	-3858.42	-26694.96	0.112241963412895	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Il33"	"009I_M4b_E3_Astrocytes_938_5"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	938	6	-3824.65	-26737.54	0.10476821399068	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	2	"Il33"	"009I_M4b_E3_Astrocytes_938_6"
"009I"	"P56cor-CTXsbf-sastv20DL_009I_Astrocytes.tsv"	"009I_M4b_E3_Astrocytes"	938	7	-3857.88	-26779.25	0.142039819362639	"L1"	"1"	"CTX S-BF"	"Astrocytes_NumberOfSpots570_PerCell"	1	"Il33"	"009I_M4b_E3_Astrocytes_938_7"
