Eif2s3y
Mbnl2
Gm6136
Ndufaf2
Ndufaf3
Ndufaf4
Ndufaf7
Gm21811
Dcakd
Tpi1
Mtdh
Ncaph2
Cs
Caprin1
F3
Banf1
Gm6166
Lin52
Gm6170
Gm6180
Tpm3
Gk
Pgpep1
Lin7c
Ik
Impad1
Tpmt
Btbd17
Tpp1
Tpp2
Impact
Chordc1
Hopx
Calm1
Calm2
Calm3
Plxnb1
Plxnb2
Pnisr
Asph
Tpt1
Grin2b
Grin2c
Mtor
Mgst1
Bhlhe40
Bhlhe41
Mtpn
Tenm3
Qk
Zc3h15
Sec14l1
Sec14l2
Pex13
Pex14
Pex16
Pex19
Fxr1
Tnrc6a
Tnrc6b
Tnrc6c
Bcap29
Bcap31
Nbeal1
Cyp51
Mtx1
Mtx2
Erp29
Sept2
Sept4
Sept5
Sept7
Sept8
Erp44
Sept9
Gm13202
Scyl1
Zc3h7a
Rpl14-ps1
Flywch1
Tgfb2
Limk2
Ewsr1
Gm266
Hpf1
Gm6204
Gm6210
Ate1
Gm6222
Gm6223
Atf2
Atf4
Trappc13
Gm13292
Atf7
Txndc11
Txndc12
Txndc15
Txndc17
Hacd2
Hacd3
Etfdh
Dock1
Atg3
Dock4
Dock7
Mrpl10
Mrpl12
Mrpl14
Mrpl15
Mrpl17
Mrpl18
Trappc2l
Mlycd
Mrpl20
Gm6263
Mrpl21
Mrpl22
Gm6265
Mrpl23
Mrpl24
Mrpl27
Mrpl28
Col9a3
Lims1
Mrpl30
Mrpl32
Mrpl33
Mrpl34
Mrpl35
Mrpl36
Mrpl38
Mrpl39
Mrpl40
Mrpl41
Mrpl42
Mrpl43
Mrpl45
Mrpl48
Chil1
Gpr107
Gpr108
Atl2
Mrpl50
Mrpl51
Mrpl52
Mrpl55
Mrpl57
Mrpl58
Trappc6b
Uba52
Mul1
Gpr137
Rnft1
Gpr146
Mdga2
Gpr162
Ece1
Slmo1
Slmo2
Atrn
Atrx
Zc3h11a
Ubald1
Tceal8
Txlna
Ech1
Atp5b
Atp5d
Atp5e
Atp5h
Atp5j
Atp5k
Atp5l
Atp5o
Eci1
Eci2
Tspan3
Tspan5
Tspan7
Tspan9
Il11ra1
Atp9b
C230062I16Rik
Zfand3
Zfand5
Zfand6
Atp11b
Ndel1
Huwe1
St6gal1
Mrfap1
2010107E04Rik
Gm13322
Aasdhppt
Gm13337
Gm13340
Gm13341
Pdap1
Ankle2
9030624J02Rik
Clk1
Clk3
Clk4
Qdpr
Hspa13
Kdm2a
Gm6304
Uvssa
Kdm3a
Gm6316
Kdm4c
Cln3
Cln5
Kdm5a
Kdm5b
Gm13394
Clmn
Cand1
Kdm6b
Gm18859
Hspa4l
Gm28661
Acin1
Clpb
Tril
Fzd1
Fzd2
Clpp
Fzd9
Clpx
Gm6382
Caskin1
Caskin2
Gm6394
Gm6395
Hadha
Hadhb
Crtc3
Clta
Cltb
Cltc
Serf2
Cluh
Unc50
Papss1
Papss2
Sgip1
Capza2
Syngr1
Lztr1
Aup1
Serhl
0610037L13Rik
Maged1
Maged2
Mettl9
Edf1
Rab11fip4
AA465934
3830406C13Rik
Rps19bp1
Mageh1
Fzr1
Serp1
Ifi27
Atox1
Cyr61
Rev3l
Cxcl14
Ubac1
Ubac2
Rpl15-ps3
Lpcat1
Fam102a
Lpcat3
Gm13436
Fam104a
Vps13c
Vps13d
Gm13443
Tsc2
Gm13453
Gm13456
Gm13461
Gm13464
Fam107a
Gm6419
Hrh1
Wscd1
Gm6421
Gm13493
Gm6444
Nim1k
Eva1a
Stxbp3-ps
Gm6467
Gm6472
Gm6483
Kansl1
Gm6485
Kansl2
Kansl3
Atp1a2
Atp1a4
Tsku
Atp1b1
Gm6498
Atp1b2
Akt1s1
Atp1b3
Manbal
Brwd1
Ccdc107
Eea1
Stk17b
3110082J24Rik
Cmpk1
Ccdc124
Ccdc127
Nudc-ps1
Chrdl1
Pigyl
Impdh2
Lrch3
Txnl1
Ccdc141
Gtf2i
1700066M21Rik
Kpna1
Kpna3
Eef2
Pdcd4
Pdcd5
Pdcd6
Ccdc174
Hhatl
1810026B05Rik
Sesn1
Sesn3
Churc1
Ccdc190
Pfkfb4
Adipor1
Numa1
Acot11
Acot13
Lap3
Cnbp
Efr3a
Efr3b
Xbp1
Gm13502
Gm13509
Rpl19-ps11
Cox7a2l
Gpr37l1
Sh3gl1
Ttc1
Ttc3
Ttc4
Ttc5
Ttc8
Mink1
Gm561
Hsf1
Hsf2
Nphp3
Ubap2l
Vps26a
Gm23374
Gm13577
Gm13578
Ppdpf
Pde4b
Cnn3
Mxd4
Hmgb1
Pde6d
Gm6542
Gm6548
Trp53rka
RP23-261O3.5
Ube2d2a
Pde8b
Gm6560
Gm6563
Gm6565
Gm6568
Hmgcl
Hmgcr
Mxi1
Gpatch8
Atp2a2
Setd2
Setd3
Setd5
Atp2b1
Atp2b2
Atp2c1
Ostm1
Bnip3l
Ttpa
Mrps36-ps1
Sptan1
RP23-313P23.4
Capn2
Hmgn1
Hmgn2
Hmgn3
Taldo1
G530011O06Rik
Ccdc28b
Coa3
Mfap3
2310035C23Rik
Opa3
Tubb5
Fam120a
Fam120b
Rpain
Cog1
Cog2
Cog6
Cog8
Zfc3h1
Tubg1
Capzb
Acsbg1
Tcp11l2
Tial1
Snhg6
Snhg9
Gm13668
Actg-ps1
Vps37a
Vps37c
Gm13680
Tug1
Ckb-ps1
Pafah1b1
Pafah1b2
Tufm
Comt
Zmym2
Zmym5
Coq5
Coq9
Myg1
Copa
Cope
Bcl10
Zfp36l1
Zfp36l2
Arhgef12
Arhgef19
Clstn1
Arhgef26
Ube2a
Ube2b
Ube2f
Ube2h
Ube2i
Ube2k
Pi4ka
Ube2n
Adora1
Timm13
Ube2w
Ube3a
Arhgef40
Haghl
Timm21
Rps10-ps1
Rps10-ps2
Timm23
Lcat
Myl6
Nup88
Timm44
Nup98
Chmp5
Timm50
Stk38l
Sptbn1
Myo6
Mfsd13a
Bcl7b
Snhg20
Rufy2
Rufy3
Mfsd14a
Zfp385a
Mfsd14b
Fam21
AU040320
Timm8b
Txndc5
Egfr
Txndc9
Rassf2
Ddit4l
Bola1
Bola2
Bola3
E2f5
Slc12a4
Slc12a9
2610008E11Rik
Gm43110
Tpd52l2
Nrarp
Trim23
Fam133b
Trim35
Bckdk
Hmgb1-ps4
Hmgb1-ps5
Hmgb1-ps7
Gabbr1
Gabbr2
Ophn1
Ssna1
Spcs2-ps
Vmp1
Gm6733
Atpif1
Bri3bp
Gm6756
Cr1l
Rsph9
Gm6767
Gm6768
Dync1h1
Sidt2
Dync1i2
9830144P21Rik
Gm6781
Gm6788
Cpt2
Snrpa1
Zdhhc17
Ldah
Zdhhc20
Zdhhc24
Mus81
Cyth1
Cyth2
C030037D09Rik
Snrpd1
Snrpd2
Cdk5rap3
Dpy19l3
Sgms1
Lman1
Lman2
Dapp1
Ldha
Ldhb
Mzt1
Mzt2
A930005H10Rik
Kcnq1ot1
Rexo2
Rictor
Ldlr
Spag7
Spag9
Nrbp1
Nrbp2
Rapgef3
Orc3
Orc4
Nfat5
Slc13a3
Slc13a5
Gm13835
Hspd1-ps3
Ahsa1
Alas1
Rad23a
Rad23b
Gm6807
Atraid
Gm13872
Twf1
Gm13882
Gm6829
Slc1a2
Slc1a3
Slc1a4
Casc4
Elovl1
Elovl2
Sparc
Elovl4
Elovl5
Elovl6
Ddrgk1
Rpe65
Clns1a
Emx2os
Rbm10
Rbm15
Azi2
Rbm18
Gm6863
Anapc11
Anapc13
Anapc16
Dync2h1
Rbm22
Rbm25
Rbm26
Rbm28
Thap11
Nupr1
Rbm39
Atp5a1
Sae1
Rbm45
Nrcam
Cryab
Tm9sf1
Tm9sf2
Tm9sf4
Atp5c1
Rbm4b
Safb
Pnpt1
Atp5f1
Arpp19
Atp5g1
Atp5g2
Atp5g3
Rbm8a
Cmtm3
Cmtm5
Zcrb1
Orai1
Fbxw11
Eif1
2310061I04Rik
Eif5
Eif6
Atp5j2
Cachd1
Rn7sk
Nipbl
Crat
Ap3s1-ps1
Ap3s1-ps2
Sat1
Sars
Sc5d
Gm13904
Slc14a1
Ankra2
Gm13910
Krit1
Gm43322
Atp13a1
Pdcd5-ps
Atp13a4
Atp13a5
Gm8055
Atp5sl
Akap11
Borcs7
Gm6900
Gm973
Lypla1
Lypla2
Rsrc1
Rsrc2
Dcaf11
Lppos
Crkl
Slc2a1
Slc2a8
Gm13991
Gm6944
Sugp1
Mrps12
Mrps14
Mrps15
Mrps16
Mrps17
Lmcd1
Crot
Rsl24d1
Bmpr1b
Mrps21
Mrps24
Mrps25
Mrps26
Gm6969
Mrps28
Mrps31
Mrps33
Gm6977
Mrps34
Mrps35
Mrps36
Akap8l
Gm6981
AI849053
Sugt1
Txn1
Txn2
Galnt1
Sbds
Ost4
Rgs12
Acot1
Acot2
Adora2b
Ostc
mt-Nd4l
Rgs20
Hnrnpa2b1
Phyhipl
Alcam
Cry2
Rsrp1
Pdha1
Acox1
Gale
Mesdc2
Galt
Chpt1
Lta4h
Man2b1
Man2b2
RP23-203P12.5
Gas1
Gas5
Gas6
Bclaf1
RP24-165I13.1
Csad
Gm8100
Gm15163
Lfng
Gatm
Gm8121
Sh3glb1
Sh3glb2
Gm15190
Slc15a2
Gm15191
Trip11
Trip12
Rpl18-ps1
Rpl18-ps2
Kbtbd11
Pnrc2
Fam162a
Ppil2
Ppil4
Ppil6
Slco1c1
Fam163a
Mfsd11
C1qbp
Gm8163
Carmil1
Gm8172
Gm8174
Mfsd2a
Gm8186
Cecr5
Fam168a
Fam168b
Zmpste24
Slc3a2
Spcs1
Spcs2
Usmg5
Itfg1
Ndufab1-ps
Gbas
Gfra1
Sh3bgrl
Scap
Dmtf1
Scd1
Scd2
Sgpl1
Gbf1
Cst3
Etnk1
Hnrnpul1
Cstb
Echs1
Nkain4
Scg3
Scg5
Praf2
Lrig1
Lrig2
Jagn1
Nudcd2
Nudcd3
Otx1
Pdia3
Pdia4
Pdia6
Naa10
Gadd45gip1
Naa20
Lgi1
Lgi4
Ehmt1
Naa35
Naa38
Sdcbp
Gm15210
Oplah
Dennd1a
Ghitm
Aldh2
Tyw5
Scp2
E030024N20Rik
Scoc
Exosc10
Dennd5a
Lgmn
Gm15266
Dennd6b
Mapkap1
Lgr4
Slc16a1
Lgr6
Fam171b
Megf10
Polr1d
Fam172a
Aldoa
Aldoc
Polr2b
Polr2c
Tmem181b-ps
Polr2d
Polr2e
Polr2f
Polr2g
Polr2i
BC031181
Polr2j
Polr2k
Polr2l
Polr2m
Fam173a
Gm23935
Polr3h
Tmem100
Tmem104
Camta1
Camta2
Tmem109
Pink1
Itga6
Itga7
Tmem115
Itgb1
Itgb5
Itgb8
Tmem128
Tmem129
Gm8292
Itgav
Tmem134
Tmem135
Fam178a
Gm1673
Dcun1d5
Gm43584
Tmem144
Tmem147
Ganab
Slc4a4
mt-Cytb
Tmem14a
Tmem14c
Pbrm1
Tmem160
Tmem164
Tmem165
Tmem167
Ctns
Gcc2
Tmem175
Gcat
Tmem189
Pea15a
Sdc2
Sdc4
B230118H07Rik
Tmem199
Tbl1x
Atp8a1
Ctsa
Ctsb
Ctsd
Ctsf
Ctsl
Ctso
Ctsz
Sdf2
Sdf4
Mfge8
CAAA01180111.2
Cttn
Hypk
Fcgrt
Cdc123
Mydgf
Usp10
Exoc6b
Usp14
Usp15
Usp16
Usp19
Blcap
Sdha
Sdhb
Sdhc
Sdhd
Usp21
Usp22
Ssrp1
Usp24
Hnrnpa1
Hnrnpa3
Usp33
Usp34
Asah1
Rhbdd2
Gclm
Baz1b
Usp50
Usp53
Usp54
Rhbdf1
Ccdc85b
Baz2b
Plgrkt
Hnrnpdl
Nr1d1
Nr1d2
Snap47
Ccdc88a
Glt8d1
Hnrnph1
Hnrnph2
Hnrnph3
Gm15361
Grtp1
Asap1
Usp9x
Gcsh
Asap2
Nr1h2
Nisch
Gm8318
Mkln1
Serpine2
Gm25184
Gm8325
Gm8326
Gm15387
Sdsl
Alg11
Gm8330
Gm8337
Fam181a
Fam181b
Rpl19-ps1
Nutf2
Ccnd2
Ccnd3
Rnpc3
Gm8349
Elp2
Elp4
Elp5
Serpinh1
Gm8355
Rdh11
Rdh13
Rdh14
Vrk3
Fam184a
Tpcn1
Tmem201
Tmem205
Tmem208
Tmem209
Tgoln1
Tmem218
Rnpep
Rgs7bp
Spg21
Tmem222
Lhx2
G3bp1
Cul1
Cul2
G3bp2
Cul5
Gm8394
Decr1
Gm8399
Decr2
Ppm1g
Ppm1k
Tmem230
G6pc3
Tmem234
D10Jhu81e
Asrgl1
Tmem242
Tmem243
Dclk1
Tmem246
Dclk2
Tmem256
Ccnl1
Ccnl2
Tmem258
Tmem261
Tmem263
Ybx1-ps2
Macf1
Jmjd8
Fcho2
Gde1
Vgll4
Slc25a11
Slc25a12
Slc25a17
Slc25a18
Slc25a19
Myef2
Calcoco1
Slc25a20
Slc25a23
Rps13-ps2
Slc25a29
Cuta
Lias
Slc25a33
Slc25a35
Slc25a36
Slc25a39
Gdi1
Gdi2
Ccnt2
Slc25a42
Rnps1
Slc25a44
Slc25a46
2700097O09Rik
Atxn2
Cux1
Ccdc90b
Emc1
Emc2
Emc3
Emc4
Ltbp1
Emc6
Emc7
Emc8
Emc9
Cpped1
Lifr
Rwdd1
Chst1
Chst2
Gm15417
Emg1
Nr2c2
Gm15427
Ssu72
Gmppa
Gm15432
Gmpr2
Psenen
Nr2e1
Gm15446
Nr2f1
Chsy1
Gm15453
Gm15459
Cldn10
Strip1
Hyou1
Gm15487
Lipa
Gm8430
Copb1
Copb2
Emp2
Gm1821
Acsf2
Gm1833
Fam195a
Fam195b
Gm1840
Gm1848
Tmem30a
Copg1
Lix1
Gm8492
S100a1
S100a6
Naaa
Tecpr1
Fam198a
Dnajc19-ps
Slc6a1
Slc6a9
Ivns1abp
Naca
Tvp23b
Acsl3
0610009O20Rik
Acsl6
Emx2
Arfip2
Snapc2
Snapc3
Nadk
4833420G17Rik
Gapdh
Sbno1
Itih3
Itih5
Malsu1
1110008F13Rik
Naga
P4ha1
Phf21a
Rpl31-ps8
Tmem38a
Brinp3
B2m
Ubl4a
Acss1
Acss2
Cops3
Cops4
Cops5
Cops6
Cops8
Snapin
Sfi1
Clcc1
Enah
Chtop
Pik3r1
Tom1l1
Tom1l2
Gm10031
Gm10036
Gm10039
Dhrs1
Dhrs3
Nabp2
Dhrs7
Farp1
Napa
Gm10053
Napg
Gm15500
Slc30a5
Slc30a6
Slc30a9
Gm15519
Nr3c1
Gm10073
Gm10076
Vta1
Nars
Fars2
Nat8
Copz1
Gm10080
4930526A20Rik
Ppme1
Farsa
Gm10093
Farsb
Gm15542
Nav2
Enho
Sfr1
Sfpq
Get4
Gm15564
Gm8508
Sike1
Clcn2
Clcn3
Naxd
Clcn4
Clcn6
Clcn7
Prpf38b
Gtf2a1
Gtf2a2
Frmpd1
Gm15590
Hmox2
Eno1
3000002C10Rik
Abr
Serinc1
Serinc3
E130114P18Rik
P4htm
Gm8565
Gm8566
Adk
Pet100
Actg1
Tpi-rs11
Gtf2f1
G0s2
Aes
Prdx1
Wdr45b
Prdx2
Prdx3
Prdx4
Prdx5
Prdx6
Ensa
Aga
Tmem41b
Agl
Gtf2h5
Agt
Tex261
Tex264
Slc7a2
Nacc2
Hsd17b10
Hsd17b12
Ak1
Ak2
Ak3
Ak4
Ak6
Bag6
Csnk1d
Eny2
Gfap
Luzp1
Luzp2
Actn4
Csnk2b
Rims2
Amt
Ank
Smim10l1
Oxr1
Sgcb
C1d
Sgce
Ctnnbip1
Ifrd1
Gfer
Actr2
Actr3
Apc
Actr8
Aqr
Gm10108
Pou2f1
Cldnd1
Slc9a3r1
C130071C03Rik
Gm10123
Prkcdbp
Gm10131
Ppp1r10
Ppp1r11
Gfm1
Gfm2
Gm10145
Vdac1
Vdac2
Ppp1r1b
Vdac3
Prpf40a
Prpf40b
Gm10157
Nbr1
Ppp1r35
Slc31a1
Axl
Ppp1r3c
Ppp1r3g
Gm10171
Gm10175
Gm10177
Pfdn1
Pfdn5
Pfdn6
Eogt
Prelp
Ift20
Ift27
Fastk
Col11a2
Nutf2-ps1
Gm3150
Ptges2
Ptges3
Asf1a
Ppp1r9a
Ift57
Fn3krp
Akirin1
Cacng8
Sgta
Axin2
Sumf2
Bax
Zmynd8
Gtf3c2
Gtf3c3
Sap18b
Rpl10
Rpl11
Rpl12
Rpl13
Rpl14
Rpl15
Rpl17
Rpl18
Rpl19
Mpv17
Eef1d
Prex1
Eef1g
Prex2
Tmem50a
Tmem50b
Rpl21
Rpl22
Rpl23
Rpl24
Rpl26
Rpl27
Rpl28
Rpl29
Rpl30
Folh1
Rpl31
Rpl32
Rpl34
Rpl35
Rpl36
Rpl37
Rpl38
Rpl39
Ncan
Supt20
Atad3a
RP23-98C9.5
Rpl41
Notch1
Notch2
Upf3b
Rpl3-ps1
Rpl3-ps2
Slc8b1
Ppp4c
Sumo1
Sumo2
Sumo3
Ppp5c
Tmem55a
Tmem55b
Supt4a
Ppp6c
Rpl6l
Mtch1
Mtch2
Sin3b
Hivep1
Hivep3
Rpl7a
Zfyve21
Zfyve27
Ggcx
Ublcp1
Ube2d3
Nck1
M6pr-ps
Ube2e1
Pgk1-rs7
Ube2e3
Nadk2
Bre
Ntan1
Ube2g1
Pou3f2
Pou3f3
Pou3f4
Bsg
Ncln
0610009B22Rik
Gm10221
Gm10222
Btd
Pdcd10
Gm10241
Itm2b
Itm2c
Gm10250
Gm10254
Gm10257
Ube2l3
Gm3200
Gm15710
Gm10269
Ncs1
Gm10275
Gm15726
Bscl2
Gm3222
Gm10282
Gm10284
Gm10288
B3galt1
Gm10290
Gm10291
Ndrg2
Gm10293
Ndrg3
Ndrg4
Mmgt1
Gm3244
Mmgt2
Lrp10
Ggt7
Rrbp1
Cyc1
Lrp1b
Gm15772
Gm15776
Gm3272
Gm8722
Cycs
Gatad2b
Epn2
Gm8730
Cat
Gm8741
Cbs
Ube2v1
Ube2v2
Cd9
Ythdc1
Gm8756
Ccs
Ankrd13c
Riok3
Eps8
Ythdf2
Ythdf3
Nfe2l2
Eprs
Bcan
Gm8797
Degs1
Whsc1l1
Zeb1
Zeb2
Impa1
Rpl36al
Sptlc1
Tmem63b
Tpgs1
H3f3a
Tpgs2
H3f3b
1810026J23Rik
Nde1
Ckb
Pcyox1
Bcl2l1
Tulp3
Tulp4
Clu
Rps6kb1
Rps6kb2
Atp6v0b
Atp6v0c
Atp6v0e
Tnpo1
Tnpo3
Cnp
Atp6v1a
Cgrrf1
Atp6v1d
Atp6v1f
Atp6v1h
Magi1
Magi2
Bcl2
Bcl6
Cpe
Rps15-ps2
Cpq
Snrpa
Snrpb
Snrpc
Snrpe
Snrpf
Snrpg
Cebpzos
Snrpn
Cfap20
Erlec1
Gm10313
Cfap36
Csl
Cct6a
Lmf1
Lmf2
Gm10327
Cth
Sik3
Pttg1ip
Irf2bpl
Sil1
Magoh
Gm10359
Slc33a1
Anapc2
Anapc5
Vwa1
Vwa8
Magt1
Gm45248
Pycr2
Lmo4
Gm8806
Pycrl
Utp11l
Ash1l
Tra2a
Tra2b
Gm3375
Gm8824
Gm8825
Hnrnpc
Hnrnpf
Hnrnpk
Hnrnpl
Hnrnpm
CH25-588N10.2
Hnrnpr
RP24-389J11.1
Hnrnpu
Inpp4a
Dbi
Dbp
Inpp5f
Aspscr1
Gm8864
Ddt
Dek
Rplp0
Rplp1
Rplp2
Nebl
Bdh1
Cotl1
Dld
Dmd
Nek6
Vezf1
2610301B20Rik
Dst
Nemf
Dhx30
Dhx32
Dhx36
Neo1
Ylpm1
Gm17066
Gm17068
Flad1
Nenf
Akt2-ps
Grcc10
RP23-288O12.2
Pgrmc1
Gm15920
Gm10481
Kalrn
Neu1
Rpl37rt
Eri3
Krt10
Cse1l
Snta1
Gm8927
Zbed3
Zbed5
Uba1
Uba2
Uba3
Uba5
Ggnbp2
Mpv17l2
Vipas39
Dleu2
Gramd1a
Gramd1b
Yme1l1
Ranbp3l
Ppp1r12a
Gja1
Timp3
Timp4
Prkar1a
Znhit1
Gjb6
Ppp1r15b
Ppp1r16b
Tmem87a
Ubl3
Ubl5
Ubl7
Supt5
Supt6
Nfia
Nfib
Ubn2
Nfic
Tomm20
Tomm22
Hp1bp3
Rps16-ps2
Csdc2
Nfix
Tomm34
Ubp1
Tagln3
Tomm40
Erh
Csde1
Traf7
Esd
Ubr1
Ubr2
Ubr4
Ubr5
Ubr7
Mtfp1
Rpl10a
Mroh7
Gm10557
Rpl28-ps1
3110056K07Rik
Slc35a2
Slc35a4
Slc35a5
Bet1
Trak1
Gm10566
Rpl13a
Nfs1
Slc35b1
Slc35b2
Gm3511
Repin1
Slc35c2
Map2k1
Map2k2
Map2k6
Tram1
Pacrg
Nfu1
Celf1
Celf2
Ezr
Gm3531
Gm3534
Slc35e2
Slc35e4
Slc35f5
Eef1a1
Slc35f6
Trap1
Rpl18a
Ier3ip1
Nfx1
Eef1b2
Gm3571
Dgat1
4933431E20Rik
Nfyc
Fah
Fau
Xpot
Mpv17l
C030018K13Rik
Xpr1
Hectd1
A830082K12Rik
Tbrg1
Fer
Rpp14
As3mt
Diablo
Fh1
Rpp21
Bfar
Abca1
Abca2
AI314180
1110004F10Rik
Glns-ps1
Abcb8
Abcb9
Celrr
Krtcap2
Abcc5
Slc30a10
Yif1a
Yif1b
Abcd2
Abcd3
Abcd4
Ngdn
Abce1
Ngef
Abcf1
Abcf2
Abcf3
Uck1
H13
Rpl34-ps1
Acyp2
Slbp
Cox10
Cox11
Cox14
Cox16
Cox17
Cox19
Fopnl
Cox20
Fos
Afg3l2
Kank1
Scpep1
RP23-4P23.1
Ubqln1
Ubqln2
Fry
Tcerg1
Dtymk
Gm20421
Chmp1a
Cox5a
Chmp1b
Cox5b
Fto
Rab10
Rab12
Rab14
Chmp2a
Chmp2b
Cnppd1
Cox6c
Rab18
Fus
Rab24
Cox7b
Cox7c
Rab28
Ptar1
Rab1a
Rab1b
Rab30
Rab31
Rab34
Cox8a
Rab2a
Rpl23a
Fxn
Rab3a
Mad2l2
Etfa
Etfb
Fyb
Mrpl2
Mrpl3
Mrpl4
Ngrn
Mrpl9
Map3k1
Rab4a
Rab4b
Gm2a
Rab5a
Rab5b
Pdrg1
Gm10698
Rab6a
Osbpl9
Rpl27a
Apoa1bp
Rab8a
Atxn7l3b
Clptm1
Gm3671
Zhx1
Zhx2
Zhx3
Dscr3
Gaa
Mrps5
Mrps6
Mrps7
Mrps9
Gak
Sltm
Dopey2
Surf1
Surf4
Clip3
Gm3695
Gba
Gm3699
Gca
Htra1
Ggh
Lama2
Aldh1a1
Lamb2
Etv1
Prelid1
Etv4
Etv5
Ghr
Ap3m1-ps
Olfml1
Glb1
Dctn1
Dctn2
Dctn3
Dctn4
Dctn5
Dctn6
Ppp1ca
Ppp1cb
Mthfs
Mthfd1
Smc3
Smc6
Snx10
Snx14
Snx17
Gldc
Atf7ip
Csgalnact1
Gns
Snx21
Snx27
Glg1
Snx32
Gpt
Prkd1
Smg1
Smg7
Gli2
Gli3
Gcnt4
Gm10704
Gm10705
Mocs2
Grn
Aldh1l1
9630010A21Rik
Tbc1d17
Tbc1d19
Ctdspl2
Gm27151
Gsn
AW047730
Ptbp1
Ptbp2
Gramd3
Mapk10
AW549877
Ube2n-ps1
Gm10736
Lamp1
Lamp2
Gm17383
Itpr2
Glo1
Glmp
Srek1
Gm20563
Cend1
Myo10
Gyg
Map4k4
Ppp1r2
Map4k5
Gm3724
Rita1
Rpl35a
Ctnna1
Rpl36a
Smox
Rpl37a
Tbc1d9b
Glrb
Tmem229a
Gm3756
Glrx
Xrn2
Mthfsl
Ctnnd2
Dgcr2
Dgcr6
Gm3764
Kifap3
Gltp
Smu1
Mccc1
Glul
Mccc2
Mpzl1
Hgf
Trmt112
Hgs
Idh1
Idh2
Cep57
Ecsit
Idi1
Hk1
Spns1
Mtif2
Ncam1
Sirpa
Paxbp1
Ppp2ca
Hlf
Wbp11
Cnbd2
Ptch1
Hcfc1r1
Echdc1
Echdc2
Tiprl
Lypd6
Sirt2
Sirt3
Sirt6
Sirt7
Snd1
Idnk
Rabl6
Gm10819
Efcab14
Pcmtd1
Pcmtd2
Htt
Amd-ps3
6820431F20Rik
Idua
Slc38a3
Gm17494
BC003965
Smap1
Gm3809
Smc1a
Cnrip1
Specc1
Lrtm2
Cbarp
Gmps
Gm3839
Tfcp2
Snph
Esco1
Lrp1
Lrp3
Lrp4
Snrk
Pnpla2
Pnpla7
Pnpla8
Fam13c
Snw1
Id1
Id2
Id3
Id4
Mtfr1l
Snx1
Mettl23
Snx2
Snx3
Snx4
Snx5
Mettl26
Snx6
Ide
Spon1
Ufc1
Rps10
Rps11
Rps12
Rps13
Rps14
Rps15
Rps16
Rps17
Rps18
Rps19
Rps20
Rps21
Rps23
Rps24
Rps25
Rps26
Rps27
Rps28
Rps29
Pak1
Pak2
Spopl
RP23-123D6.12
Gm12017
Hook3
Palm
Gnb1
Pan3
Gnb2
Rps4x
Gnb5
Arfrp1
Gnaq
Gnas
Ppp3ca
Gm12033
Gm12043
Ncbp2
Wdfy3
Ufl1
Sertad2
Pced1b
Sod1
